Phenotype Name,Evaluation Locality,Planting Date,Rep,Accession,Source,Plant Name,Plant ID,Phenotype Value
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xSA24,ESB,03M2146,5057,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xSC357,ESB,03M2248,5058,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xSC55,ESB,03M2276,5059,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xSD44,ESB,03M2006,5060,mean=17
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xSg1533,ESB,03M2016,5061,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xSg18,ESB,03M2007,5062,mean=19
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xT232,ESB,03M2171,5063,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xT8,ESB,03M2176,5064,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTx303,ESB,03M2193,5065,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi10,ESB,03M2287,5066,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi11,ESB,03M2295,5067,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi16,ESB,03M2269,5068,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi18,ESB,03M2115,5069,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi25,ESB,03M2290,5070,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi8,ESB,03M2230,5071,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xTzi9,ESB,03M2152,5072,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xU267Y,ESB,03M2292,5073,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVa102,ESB,03M2225,5074,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVa14,ESB,03M2183,5075,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVa22,ESB,03M2114,5076,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVa35,ESB,03M2110,5077,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVa59,ESB,03M2020,5078,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVa99,ESB,03M2144,5079,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xVaW6,ESB,03M2052,5080,mean=17
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xW117Ht,ESB,03M2017,5081,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xW153R,ESB,03M2039,5082,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xW182B,ESB,03M2023,5083,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xW401,ESB,03M2057,5084,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xW64A,ESB,03M2068,5085,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xWD,ESB,03M2041,5086,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xYu796_NS,ESB,03M2073,5087,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B75,ISU,03M1082,5088,mean=15
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B76,ISU,03M1147,4607,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B77,ISU,03M1111,4608,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B79,ISU,03M1220,4609,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B84,ISU,03M1177,4610,mean=13.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B97,ISU,03M1126,4615,mean=12.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CH9,NCRPIS,03M1099,5089,mean=14.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI.7,NCRPIS,03M1229,5090,mean=13.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI21E,ARS-MO,03M1221,4813,mean=15
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI28A,NCRPIS,03M1114,5091,mean=10.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI31A,ISU,03M1288,4814,mean=10.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI3A,NCRPIS,03M1084,5092,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI44,NCRPIS,03M1228,5093,mean=19
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CI91B,NCRPIS,03M1065,5095,mean=11.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CM174,AGCAN,03M1027,4817,mean=14.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CM37,AGCAN,03M1008,4818,mean=9.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CM7,AGCAN,03M1010,4808,mean=10.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML103,CIMMYT,03M1081,4810,mean=13.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML108,CIMMYT,03M1153,4811,mean=15.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML157Q,CIMMYT,03M1146,4788,mean=14.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML158Q,CIMMYT,03M1291,4789,mean=11
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML218,CIMMYT,03M1110,4790,mean=11.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML220,CIMMYT,03M1076,4791,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML314,CIMMYT,03M1085,4801,mean=13
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML322,CIMMYT,03M1088,4803,mean=17.6666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML323,CIMMYT,03M1212,4804,mean=10.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML328,CIMMYT,03M1059,4805,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML333,CIMMYT,03M1102,4780,mean=9.33333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML341,CIMMYT,03M1204,4781,mean=6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML52,CIMMYT,03M1245,4784,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML77,CIMMYT,03M1213,4774,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CML91,CIMMYT,03M1086,4776,mean=7.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CMV3,MINN,03M1054,4778,mean=11.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,CO109,AGCAN,03M1002,4779,mean=13.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,DE1,DEL,03M1176,5097,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,DE811,DEL,03M1257,4770,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,DE_2,DEL,03M1093,5096,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,E2558W,NATAL,03M1113,4771,mean=10.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,EP1,GAL,03M1058,4765,mean=12.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,F2834T,NATAL,03M1022,4767,mean=8.66666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,F6,FLA,03M1267,4769,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,GT112,ARS-TIF,03M1277,4763,mean=9.33333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,H84,PURD-AG,03M1116,4760,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,H91,PURD-AG,03M1068,4757,mean=12.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,H95,PURD-AG,03M1139,4758,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,H99,PURD-AG,03M1070,4759,mean=11.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Hy,UIUC-PS,03M1064,4751,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,I-29,NCRPIS,03M1004,5099,mean=15
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,I137TN,NATAL,03M1175,4752,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Ia2132,UIUC-NR,03M1108,4754,mean=15.75
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,IDS28,ISU,03M1132,4755,mean=7
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,IDS69,ISU,03M1105,4756,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,IDS91,ISU,03M1023,4747,mean=12.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Il101,UIUC-NR,03M1041,4748,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Il14H,UIUC-NR,03M1019,4749,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Il677a,UIUC-NR,03M1097,4750,mean=11
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,K148,NCRPIS,03M1083,5101,mean=10.75
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,K64,ARS-MO,03M1178,4744,mean=12.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Ki11,HWI,03M1173,4745,mean=11.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Ki21,HWI,03M1198,4741,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Ky21,KY,03M1290,4736,mean=13
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Ky226,KY,03M1163,4737,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Ky228,KY,03M1261,4738,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,L317,ISU,03M1112,4739,mean=13.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,L578,LSU,03M1279,4740,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,M14,UIUC-PS,03M1003,4731,mean=14.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,M162W,NATAL,03M1296,4732,mean=7
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,M37W,NATAL,03M1167,4733,mean=11.3333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mo17,ARS-MO,03M1007,4726,mean=10.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mo1W,ARS-MO,03M1119,4728,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mo24W,ARS-MO,03M1202,4729,mean=15.6666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mo44,ARS-MO,03M1033,4730,mean=17.6666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mo45,ARS-MO,03M1149,5105,mean=13.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mo46,ARS-MO,03M1067,5106,mean=12.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,MoG,NCRPIS,03M1104,5107,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mp339,MISS,03M1265,4723,mean=8.75
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,MS1334,MINN,03M1037,4724,mean=11.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,MS153,MICH,03M1049,4725,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,MS71,MICH,03M1045,5108,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Mt42,MINN,03M1051,4722,mean=13.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,N192,NEBR,03M1029,4718,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,N28Ht,NEBR,03M1096,4719,mean=18.6666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,N6,NEBR,03M1005,4720,mean=12.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,N7A,NEBR,03M1069,4721,mean=14.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC222,NCSU,03M1224,5109,mean=10.3333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC230,NCSU,03M1152,5110,mean=12.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC232,NCSU,03M1225,5111,mean=15.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC236,NCSU,03M1286,5112,mean=10.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC250,NCSU,03M1142,4715,mean=12.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC258,NCSU,03M1174,4716,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC260,NCSU,03M1145,4717,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC262,NCSU,03M1038,4710,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC264,NCSU,03M1135,4687,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC292,NCSU,03M1098,5114,mean=17
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC294,NCSU,03M1164,5115,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC296,NCSU,03M1087,4688,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC296A,NCSU,03M1192,5116,mean=11
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC298,NCSU,03M1189,4689,mean=11
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC300,NCSU,03M1223,4690,mean=9.33333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC302,NCSU,03M1239,5117,mean=7.33333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC308,NCSU,03M1063,5119,mean=11.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC314,NCSU,03M1143,5121,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC318,NCSU,03M1170,5122,mean=11.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC320,NCSU,03M1260,4693,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC322,NCSU,03M1166,4694,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC324,NCSU,03M1158,4695,mean=13
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC326,NCSU,03M1184,4696,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC328,NCSU,03M1216,4697,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC330,NCSU,03M1188,4698,mean=16.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC332,NCSU,03M1160,4699,mean=11.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC334,NCSU,03M1231,4700,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC338,NCSU,03M1185,4701,mean=11.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC342,NCSU,03M1125,4702,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC346,NCSU,03M1182,4704,mean=12.75
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC348,NCSU,03M1103,4705,mean=10
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC350,NCSU,03M1172,4706,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC352,NCSU,03M1156,4707,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC354,NCSU,03M1249,4708,mean=11.6666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC356,NCSU,03M1106,4709,mean=11.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC358,NCSU,03M1127,4711,mean=12.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC360,NCSU,03M1159,4712,mean=13.75
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC362,NCSU,03M1115,4713,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC364,NCSU,03M1130,4714,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC368,NCSU,03M1222,5124,mean=6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC370,NCSU,03M1251,4683,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,NC372,NCSU,03M1169,4684,mean=16.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,ND246,ND,03M1035,4685,mean=10.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Oh40B,OHW,03M1214,4673,mean=12.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Oh43E,NCSU,03M1117,4674,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Oh603,OHW,03M1235,4675,mean=8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Oh7B,OHW,03M1268,4676,mean=13.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Os420,ISU,03M1012,4677,mean=13.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,P39,PURD-AG,03M1043,4678,mean=11.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Pa880,PENN,03M1124,4681,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Pa91,PENN,03M1258,4682,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,R168,UIUC-CS,03M1040,4645,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,R229,UIUC-CS,03M1190,4647,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,R4,UIUC-CS,03M1072,4648,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,SC357,OHW,03M1285,4642,mean=13.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,SC55,SC,03M1274,4643,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,SD44,SD,03M1011,4670,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Sg1533,PURD-BOT,03M1018,4671,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Sg18,PURD-BOT,03M1020,4672,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,T232,TENN,03M1199,4668,mean=10.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,T8,TENN,03M1230,4669,mean=9.25
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Tzi16,IITA,03M1246,4661,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Tzi18,IITA,03M1137,4662,mean=13.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Tzi25,IITA,03M1276,4663,mean=12.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Tzi9,IITA,03M1161,4665,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Va102,VATECH,03M1162,4655,mean=11
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Va14,VATECH,03M1191,4656,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Va22,VATECH,03M1077,4657,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Va35,VATECH,03M1071,4653,mean=12.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Va59,VATECH,03M1013,4654,mean=10.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Va99,VATECH,03M1094,4652,mean=15.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,VaW6,VATECH,03M1057,5125,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,W153R,WISC,03M1015,4580,mean=12
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,W182B,WISC,03M1026,4581,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,W401,WISC,03M1024,4582,mean=12.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,W64A,WISC,03M1062,4583,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,WD,WISC,03M1052,4584,mean=11.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,Yu796_NS,NCRPIS,03M1141,5126,mean=13.3333333333333
Ear Row Number,West Lafayette,1-May-00,2000_Summer,38-11,PURD-AG,38-11 Row,868,mean=17.66666667
Ear Row Number,West Lafayette,1-May-00,2000_Summer,A272,NATAL,A272 Row,887,mean=11.33333333
Ear Row Number,West Lafayette,1-May-00,2000_Summer,A554,MINN,A554 Row,909,mean=13.75
Ear Row Number,West Lafayette,1-May-00,2000_Summer,A6,PHI,A6 Row,927,mean=11.66666667
Ear Row Number,West Lafayette,1-May-00,2000_Summer,A632,MINN,A632 Row,944,mean=15.2
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B103,ISU,B103 Row,967,mean=11.0
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B104,ISU,B104 Row,971,mean=13.6
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B14A,ISU,B14A Row,983,mean=14.28571429
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B68,ISU,B68 Row,1012,mean=14.0
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B73,ISU,B73 Row,1032,mean=16.5
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B84,ISU,B84 Row,1045,mean=13.75
Ear Row Number,West Lafayette,1-May-00,2000_Summer,B97,ISU,B97 Row,1063,mean=14.0
Ear Row Number,West Lafayette,1-May-00,2000_Summer,CI187-2,ISU,CI187-2 Row,1086,mean=13.0
