Phenotype Name,Evaluation Locality,Planting Date,Rep,Accession,Source,Plant Name,Plant ID,Phenotype Value
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB46,ESB,03M2201,4856,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB57,ESB,03M2157,4857,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB64,ESB,03M2200,4858,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB68,ESB,03M2231,4859,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB73Htrhm,ESB,03M2233,4860,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB75,ESB,03M2136,4861,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB76,ESB,03M2124,4862,mean=14.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB77,ESB,03M2063,4863,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB79,ESB,03M2164,4864,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB84,ESB,03M2155,4865,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xB97,ESB,03M2067,4866,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCH701-30,ESB,03M2012,4867,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCH9,ESB,03M2127,4868,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI.7,ESB,03M2196,4869,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI187-2,ESB,03M2154,4870,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI21E,ESB,03M2194,4871,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI28A,ESB,03M2105,4872,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI31A,ESB,03M2272,4873,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI3A,ESB,03M2097,4874,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI44,ESB,03M2186,4875,mean=22
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI64,ESB,03M2179,4876,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI66,ESB,03M2267,4877,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCI90C,ESB,03M2088,4878,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCM174,ESB,03M2015,4879,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCM37,ESB,03M2021,4880,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCM7,ESB,03M2038,4881,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML10,ESB,03M2199,4882,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML103,ESB,03M2117,4883,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML108,ESB,03M2228,4884,mean=20.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML11,ESB,03M2274,4885,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML14,ESB,03M2243,4886,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML154Q,ESB,03M2197,4887,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML157Q,ESB,03M2137,4888,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML158Q,ESB,03M2249,4889,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML218,ESB,03M2135,4890,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML220,ESB,03M2133,4891,mean=18.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML228,ESB,03M2159,4892,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML238,ESB,03M2235,4893,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML247,ESB,03M2254,4894,mean=16.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML258,ESB,03M2244,4895,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML261,ESB,03M2213,4896,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML264,ESB,03M2285,4897,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML277,ESB,03M2166,4898,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML281,ESB,03M2232,4899,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML287,ESB,03M2187,4900,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML311,ESB,03M2245,4901,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML314,ESB,03M2085,4902,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML321,ESB,03M2277,4903,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML322,ESB,03M2072,4904,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML323,ESB,03M2170,4905,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML328,ESB,03M2028,4906,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML331,ESB,03M2236,4907,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML332,ESB,03M2077,4908,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML333,ESB,03M2148,4909,mean=15
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML341,ESB,03M2172,4910,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML349,ESB,03M2221,4911,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML38,ESB,03M2256,4912,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML5,ESB,03M2242,4913,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML52,ESB,03M2278,4914,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML69,ESB,03M2279,4915,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML77,ESB,03M2206,4916,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML9,ESB,03M2253,4917,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML91,ESB,03M2083,4918,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCML92,ESB,03M2185,4919,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCMV3,ESB,03M2024,4920,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCO109,ESB,03M2010,4921,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xCO255,ESB,03M2051,4922,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xDE1,ESB,03M2238,4924,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xDE811,ESB,03M2273,4925,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xDE_2,ESB,03M2069,4923,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xE2558W,ESB,03M2102,4926,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xEP1,ESB,03M2045,4927,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xF2,ESB,03M2036,4928,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xF2834T,ESB,03M2040,4929,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xF44,ESB,03M2265,4930,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xF6,ESB,03M2252,4931,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xGA209,ESB,03M2257,4932,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xGT112,ESB,03M2261,4933,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xH105W,ESB,03M2078,4934,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xH84,ESB,03M2099,4935,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xH91,ESB,03M2074,4936,mean=15
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xH95,ESB,03M2108,4937,mean=19.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xH99,ESB,03M2109,4938,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xHi27,ESB,03M2204,4939,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xHp301,ESB,03M2013,4940,mean=16.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xHy,ESB,03M2066,4941,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xI-29,ESB,03M2050,4944,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xI137TN,ESB,03M2163,4942,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xI205,ESB,03M2149,4943,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIa2132,ESB,03M2082,4945,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIa5125,ESB,03M2064,4946,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIDS28,ESB,03M2116,4947,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIDS69,ESB,03M2145,4948,mean=16.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIDS91,ESB,03M2026,4949,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIl101,ESB,03M2055,4950,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIl14H,ESB,03M2037,4951,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xIl677a,ESB,03M2106,4952,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xK148,ESB,03M2141,4953,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xK4,ESB,03M2224,4954,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xK55,ESB,03M2198,4955,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xK64,ESB,03M2234,4956,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi11,ESB,03M2175,4957,mean=14.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi14,ESB,03M2259,4958,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi2021,ESB,03M2264,4959,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi21,ESB,03M2165,4960,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi3,ESB,03M2158,4961,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi43,ESB,03M2263,4962,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKi44,ESB,03M2147,4963,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKy21,ESB,03M2258,4964,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKy226,ESB,03M2214,4965,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xKy228,ESB,03M2251,4966,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xL317,ESB,03M2086,4967,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xL578,ESB,03M2291,4968,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xM14,ESB,03M2032,4969,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xM162W,ESB,03M2246,4970,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xM37W,ESB,03M2218,4971,mean=16.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMEF156-55-2,ESB,03M2053,4972,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo17,ESB,03M2059,4973,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo18W,ESB,03M2217,4974,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo1W,ESB,03M2070,4975,mean=19.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo24W,ESB,03M2160,4976,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo44,ESB,03M2043,4977,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo45,ESB,03M2129,4978,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMo46,ESB,03M2095,4979,mean=14.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMoG,ESB,03M2112,4980,mean=19.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMp339,ESB,03M2250,4981,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMS1334,ESB,03M2049,4982,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMS153,ESB,03M2029,4983,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMS71,ESB,03M2046,4984,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xMt42,ESB,03M2058,4985,mean=16.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xN192,ESB,03M2033,4986,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xN28Ht,ESB,03M2087,4987,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xN6,ESB,03M2003,4988,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xN7A,ESB,03M2126,4989,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC222,ESB,03M2226,4990,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC230,ESB,03M2162,4991,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC232,ESB,03M2205,4992,mean=19.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC236,ESB,03M2296,4993,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC238,ESB,03M2288,4994,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC250,ESB,03M2100,4995,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC258,ESB,03M2167,4996,mean=19.3333333333333
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC260,ESB,03M2107,4997,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC262,ESB,03M2034,4998,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC264,ESB,03M2089,4999,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC292,ESB,03M2140,5000,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC294,ESB,03M2203,5001,mean=17.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC296A,ESB,03M2208,5003,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC298,ESB,03M2237,5004,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC300,ESB,03M2169,5005,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC302,ESB,03M2184,5006,mean=13
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC304,ESB,03M2113,5007,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC306,ESB,03M2173,5008,mean=14
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC308,ESB,03M2065,5009,mean=13.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC310,ESB,03M2118,5010,mean=19.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC312,ESB,03M2195,5011,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC314,ESB,03M2103,5012,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC318,ESB,03M2190,5013,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC320,ESB,03M2262,5014,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC322,ESB,03M2216,5015,mean=17.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC324,ESB,03M2219,5016,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC326,ESB,03M2222,5017,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC328,ESB,03M2178,5018,mean=16.5
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC33,ESB,03M2247,5019,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC330,ESB,03M2191,5020,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC332,ESB,03M2177,5021,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC334,ESB,03M2212,5022,mean=15.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC336,ESB,03M2283,5023,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC338,ESB,03M2192,5024,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC342,ESB,03M2062,5025,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC344,ESB,03M2293,5026,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC346,ESB,03M2220,5027,mean=16.6666666666667
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC348,ESB,03M2079,5028,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC350,ESB,03M2174,5029,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC352,ESB,03M2153,5030,mean=18
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC354,ESB,03M2268,5031,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC356,ESB,03M2134,5032,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC358,ESB,03M2130,5033,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC360,ESB,03M2182,5034,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC362,ESB,03M2071,5035,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC364,ESB,03M2119,5036,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC366,ESB,03M2294,5037,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC368,ESB,03M2209,5038,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC370,ESB,03M2281,5039,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xNC372,ESB,03M2188,5040,mean=15.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xND246,ESB,03M2002,5041,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xOh40B,ESB,03M2215,5042,mean=14.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xOh43E,ESB,03M2081,5043,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xOh603,ESB,03M2207,5044,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xOh7B,ESB,03M2275,5045,mean=19.2
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xOs420,ESB,03M2025,5046,mean=18.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xP39,ESB,03M2042,5047,mean=16.4
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xPa762,ESB,03M2111,5048,mean=17.6
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xPa875,ESB,03M2122,5049,mean=17
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xPa880,ESB,03M2096,5050,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xPa91,ESB,03M2260,5051,mean=18.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xQ6199,ESB,03M2266,5052,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xR168,ESB,03M2004,5053,mean=16.8
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xR177,ESB,03M2142,5054,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xR229,ESB,03M2229,5055,mean=16
Ear Row Number,McMullen Lab-Univ. of Missouri,19-May-03,2003_Summer_RepMO,B73xR4,ESB,03M2101,5056,mean=18.4
