Genotype,CL,CD,CW,Note,RIL
Z013E0204@,116.6297161,31.63611745,26.43810599,RILs,Z013E0204
Z013E0207@,109.525,22.28666667,12.83666667,RILs,Z013E0207
Z013E0213@,117.225,28.63333333,15.83666667,RILs,Z013E0213
Z013E0216@,143.0992766,30.44255682,31.04828787,RILs,Z013E0216
Z013E0224@,98.905,27.24666667,16.00333333,RILs,Z013E0224
Z013E0227@,143.4666667,25.83333333,16.97333333,RILs,Z013E0227
Z013E0231@,124.6530495,29.19611745,24.04143933,RILs,Z013E0231
Z013E0232@,105.9397161,33.13945078,20.16477266,RILs,Z013E0232
Z013E0233@,111.065,23.37666667,11.81,RILs,Z013E0233
Z013E0234@,87.80333333,26.135,12.73333333,RILs,Z013E0234
Z013E0236@,93.21569141,27.16639206,10.28571966,RILs,Z013E0236
Z013E0238@,124.3706914,27.19389206,18.63071966,RILs,Z013E0238
Z013E0239@,85.37569141,17.87889206,7.005719664,RILs,Z013E0239
Z013E0240@,111.0372766,22.39255682,9.180287866,RILs,Z013E0240
Z013E0251@,99.72527656,26.63455682,13.29828787,RILs,Z013E0251
Z013E0256@,122.0932766,24.61455682,18.02828787,RILs,Z013E0256
Z013E0288@,91.19971615,26.79278412,12.41477266,RILs,Z013E0288
Z013E0289@,181.5772766,27.05055682,22.73428787,RILs,Z013E0289
Z013E0290@,132.1063828,27.37278412,21.63143933,RILs,Z013E0290
Z013E0291@,98.09666667,30.20833333,14.51,RILs,Z013E0291
Z013E0292@,149.3463828,29.57611745,23.45477266,RILs,Z013E0292
Z013E0308@,92.14971615,28.10611745,15.99477266,RILs,Z013E0308
Z013E0311@,166.06,28.19666667,22.87166667,RILs,Z013E0311
Z013E0316@,99.39971615,22.54611745,9.224772661,RILs,Z013E0316
Z013E0319@,121.2556914,27.05889206,16.09571966,RILs,Z013E0319
Z013E0323@,90.10069141,32.89389206,15.67821966,RILs,Z013E0323
Z014E0005@,128.075,26.11833333,19.55166667,RILs,Z014E0005
Z014E0012@,117.9833333,24.395,12.045,RILs,Z014E0012
Z014E0017@,99.49971615,28.28278412,17.11810599,RILs,Z014E0017
Z014E0021@,129.6136172,23.90721588,12.94522734,RILs,Z014E0021
Z014E0052@,136.1466667,27.91666667,17.18,RILs,Z014E0052
Z014E0075@,155.95,28.10333333,28.02166667,RILs,Z014E0075
Z014E0084@,152.45,26.78,19.735,RILs,Z014E0084
Z014E0098@,159.9463828,27.37278412,22.31143933,RILs,Z014E0098
Z014E0099@,126.78,25.73666667,17.76333333,RILs,Z014E0099
Z014E0144@,120.37,24.55333333,13.61666667,RILs,Z014E0144
Z014E0146@,140.4133333,26.255,21.51166667,RILs,Z014E0146
Z014E0162@,129.2836172,24.40388255,15.72189401,RILs,Z014E0162
Z014E0166@,154.5647234,27.32744318,21.73171213,RILs,Z014E0166
Z014E0167@,128.395,28.51333333,24.37666667,RILs,Z014E0167
Z014E0168@,163.7552766,26.81455682,23.55228787,RILs,Z014E0168
Z014E0197@,120.1047234,29.33144318,20.94171213,RILs,Z014E0197
Z015E0013@,114.2143086,21.06360794,7.254280336,RILs,Z015E0013
Z015E0019@,118.6127234,30.77944318,19.89371213,RILs,Z015E0019
Z015E0022@,120.705,24.36833333,15.18166667,RILs,Z015E0022
Z015E0023@,124.3116667,20.18,7.018333333,RILs,Z015E0023
Z015E0026@,129.7827234,23.65744318,11.23971213,RILs,Z015E0026
Z015E0029@,150.8733333,26.06833333,18.55,RILs,Z015E0029
Z015E0033@,137.7016667,26.76333333,14.98333333,RILs,Z015E0033
Z015E0036@,148.3683333,19.99333333,12.125,RILs,Z015E0036
Z015E0038@,133.9412766,23.44655682,11.68628787,RILs,Z015E0038
Z015E0041@,95.76680859,22.47610794,8.149280336,RILs,Z015E0041
Z015E0042@,152.3867234,27.60944318,21.11971213,RILs,Z015E0042
Z015E0059@,126.9193086,24.65110794,14.05428034,RILs,Z015E0059
Z015E0063@,111.8016667,21.84666667,10.645,RILs,Z015E0063
Z015E0071@,145.4283333,23.42833333,16.13333333,RILs,Z015E0071
Z015E0074@,117.5466667,26.92833333,15.41666667,RILs,Z015E0074
Z015E0080@,158.495,27.16166667,24.74333333,RILs,Z015E0080
Z015E0084@,112.1983333,26.20833333,10.02333333,RILs,Z015E0084
Z015E0102@,124.8075,26.825,13,RILs,Z015E0102
Z015E0105@,136.8716667,20.74,9.886666667,RILs,Z015E0105
Z015E0118@,122.5956914,25.46639206,11.40571966,RILs,Z015E0118
Z015E0123@,130.3516667,28.75833333,21.23166667,RILs,Z015E0123
Z015E0127@,138.7583333,27.655,15.63833333,RILs,Z015E0127
Z015E0135@,132.065,25.12,13.42,RILs,Z015E0135
Z015E0142@,134.4487234,25.61944318,20.93971213,RILs,Z015E0142
Z015E0148@,173.37,30.76666667,34.38333333,RILs,Z015E0148
Z015E0155@,117.9583333,25.535,17.12166667,RILs,Z015E0155
Z015E0158@,102.775,17.995,4.311666667,RILs,Z015E0158
Z015E0160@,96.79166667,22.04333333,9.156666667,RILs,Z015E0160
Z015E0163@,113.1866667,22.65166667,9.705,RILs,Z015E0163
Z015E0164@,110.4656914,27.70389206,17.02071966,RILs,Z015E0164
Z015E0170@,105.7763828,20.44278412,8.141439328,RILs,Z015E0170
Z015E0199@,115.6627234,25.15944318,16.82971213,RILs,Z015E0199
Z015E0230@,85.05472344,20.88744318,8.025712134,RILs,Z015E0230
Z015E0236@,153.7763828,28.20278412,20.21143933,RILs,Z015E0236
Z016E0002@,117.6666667,21.835,12.14166667,RILs,Z016E0002
Z016E0019@,141.0466667,25.055,17.575,RILs,Z016E0019
Z016E0021@,134.4616667,25.98833333,23.41333333,RILs,Z016E0021
Z016E0027@,161.6269505,27.38388255,22.17189401,RILs,Z016E0027
Z016E0028@,110.3816667,26.83166667,17.84833333,RILs,Z016E0028
Z016E0030@,124.6847234,27.94744318,21.15971213,RILs,Z016E0030
Z016E0047@,129.4692766,26.67455682,19.71228787,RILs,Z016E0047
Z016E0058@,174.76,26.485,18.15666667,RILs,Z016E0058
Z016E0063@,144.0683333,25.095,16.275,RILs,Z016E0063
Z016E0065@,165.8433333,25.35333333,19.97333333,RILs,Z016E0065
Z016E0077@,151.4632766,25.72655682,20.53028787,RILs,Z016E0077
Z016E0079@,127.91,21.64833333,9.758333333,RILs,Z016E0079
Z016E0080@,149.1233333,25.91666667,17.77666667,RILs,Z016E0080
Z016E0081@,176.6283333,26.65833333,24.63833333,RILs,Z016E0081
Z016E0084@,156.4216667,24.32666667,16.68166667,RILs,Z016E0084
Z016E0103@,162.3533333,26.445,20.72333333,RILs,Z016E0103
Z016E0112@,160.69,28.92,27.06333333,RILs,Z016E0112
Z016E0115@,99.20527656,26.50855682,14.08428787,RILs,Z016E0115
Z016E0117@,156.4883333,28.59333333,20.605,RILs,Z016E0117
Z016E0118@,165.4066667,25.98333333,20.07,RILs,Z016E0118
Z016E0119@,145.7633333,27.15666667,21.12333333,RILs,Z016E0119
Z016E0121@,143.8981914,26.64889206,22.75821966,RILs,Z016E0121
Z016E0122@,140.2902839,26.78054922,22.55189401,RILs,Z016E0122
Z016E0128@,122.8216667,22.51,12.265,RILs,Z016E0128
Z016E0132@,161.8833333,25.85,21.715,RILs,Z016E0132
Z016E0133@,146.2,26.53666667,24.37333333,RILs,Z016E0133
Z016E0134@,132.5433333,23.34,15.24333333,RILs,Z016E0134
Z016E0135@,127.1316667,26.22333333,19.28166667,RILs,Z016E0135
Z016E0136@,156.0166667,24.03333333,21.02833333,RILs,Z016E0136
Z016E0137@,134.0416667,24.33833333,17.53833333,RILs,Z016E0137
Z016E0138@,144.0683333,27.215,24.125,RILs,Z016E0138
Z016E0143@,146.1083333,25.56833333,24.13833333,RILs,Z016E0143
Z016E0144@,160.1216667,31.46833333,30.215,RILs,Z016E0144
Z016E0149@,164.1231914,26.25389206,24.11821966,RILs,Z016E0149
Z016E0150@,151.9783333,25.82833333,19.38333333,RILs,Z016E0150
Z016E0153@,147.1706914,23.71139206,15.23571966,RILs,Z016E0153
Z016E0157@,148.455,26.49166667,19.28833333,RILs,Z016E0157
Z016E0160@,166.5033333,23.18,18.99333333,RILs,Z016E0160
Z016E0161@,137.615,24.13666667,15.29833333,RILs,Z016E0161
Z016E0162@,162.2933333,25.61833333,19.89333333,RILs,Z016E0162
Z016E0194@,154.2592766,23.09655682,17.63428787,RILs,Z016E0194
Z016E0198@,123.3452766,26.74855682,20.73228787,RILs,Z016E0198
Z016E0220@,123.1766667,24.44666667,15.12833333,RILs,Z016E0220
Z016E0251@,145.4631914,28.77389206,23.68821966,RILs,Z016E0251
Z016E0254@,148.8333333,23.66166667,15.64166667,RILs,Z016E0254
Z018E0023@,119.1731914,19.99889206,6.595719664,RILs,Z018E0023
Z018E0027@,163.9933333,29.015,26.29,RILs,Z018E0027
Z018E0030@,135.1716667,25.61,17.76333333,RILs,Z018E0030
Z018E0032@,112.1192766,22.21455682,12.76628787,RILs,Z018E0032
Z018E0039@,101.6233333,21.41,8.441666667,RILs,Z018E0039
Z018E0042@,146.5083333,22.48,12.79333333,RILs,Z018E0042
Z018E0049@,160.1216667,27.03166667,21.42333333,RILs,Z018E0049
Z018E0053@,159.4866667,24.12166667,18.26166667,RILs,Z018E0053
Z018E0061@,137.8397161,25.26278412,17.20810599,RILs,Z018E0061
Z018E0067@,97.30361719,24.02721588,4.418560672,RILs,Z018E0067
Z018E0077@,164.375,25.20333333,17.95833333,RILs,Z018E0077
Z018E0078@,180.3463828,30.56611745,28.67477266,RILs,Z018E0078
Z018E0096@,133.3916667,22.36666667,13.74,RILs,Z018E0096
Z018E0114@,120.6330495,25.35611745,16.84810599,RILs,Z018E0114
Z018E0121@,132.58,21.57833333,13.035,RILs,Z018E0121
Z018E0122@,139.0018086,22.40360794,12.68178034,RILs,Z018E0122
Z018E0130@,132.085,24.88333333,14.63666667,RILs,Z018E0130
Z018E0138@,134.155,25.97,15.75833333,RILs,Z018E0138
Z018E0139@,97.415,20.95833333,7.245,RILs,Z018E0139
Z018E0141@,152.5563828,26.97278412,19.06643933,RILs,Z018E0141
Z018E0148@,166.0066667,25.155,20.46,RILs,Z018E0148
Z018E0150@,107.6387234,22.57344318,10.67771213,RILs,Z018E0150
Z018E0158@,115.5866667,23.58333333,14.24333333,RILs,Z018E0158
Z018E0160@,116.5516667,25.49833333,13.525,RILs,Z018E0160
Z018E0163@,122.0607234,23.39544318,13.70571213,RILs,Z018E0163
Z018E0164@,128,24.05666667,12.855,RILs,Z018E0164
Z018E0171@,129.2116667,28.01166667,16.70166667,RILs,Z018E0171
Z018E0172@,131.5883333,30.15666667,23.085,RILs,Z018E0172
Z018E0173@,127.2583333,27.86666667,17.95666667,RILs,Z018E0173
Z018E0177@,118.7512766,24.04455682,14.26228787,RILs,Z018E0177
Z018E0179@,145.8033333,23.865,19.74,RILs,Z018E0179
Z019E0004@,139.7469505,23.23054922,18.44189401,RILs,Z019E0004
Z019E0006@,154.0643086,23.83360794,20.60678034,RILs,Z019E0006
Z019E0011@,181.3712057,24.70573863,25.73285356,RILs,Z019E0011
Z019E0032@,169.08,25.04166667,23.95166667,RILs,Z019E0032
Z019E0069@,148.1283333,24.01833333,16.64666667,RILs,Z019E0069
Z019E0111@,112.6467234,20.75744318,13.66571213,RILs,Z019E0111
Z019E0119@,152.2916667,25.36166667,20.09,RILs,Z019E0119
Z019E0124@,165.7783333,24.68833333,21.59833333,RILs,Z019E0124
Z019E0125@,167.6972766,29.22255682,28.00428787,RILs,Z019E0125
Z019E0138@,150.0133333,30.75,31.06166667,RILs,Z019E0138
Z019E0170@,131.2316667,24.92333333,17.27166667,RILs,Z019E0170
Z019E0177@,144.0766667,25.85333333,16.72666667,RILs,Z019E0177
Z019E0178@,165.3069505,25.39388255,21.00522734,RILs,Z019E0178
Z019E0194@,165.455,26.33,29.84,RILs,Z019E0194
Z019E0226@,114.4183333,24.99666667,15.23833333,RILs,Z019E0226
Z020E0009@,114.8763828,24.13278412,13.89643933,RILs,Z020E0009
Z020E0012@,132.2412057,19.18907196,7.842853557,RILs,Z020E0012
Z020E0015@,109.6981914,19.65139206,6.933219664,RILs,Z020E0015
Z020E0019@,136.1681914,27.01639206,22.64821966,RILs,Z020E0019
Z020E0025@,144.34,22.435,14.70833333,RILs,Z020E0025
Z020E0027@,139.6733333,25.69333333,18.02,RILs,Z020E0027
Z020E0029@,135.59,18.605,8.225,RILs,Z020E0029
Z020E0032@,132.9133333,24.82833333,13.46666667,RILs,Z020E0032
Z020E0034@,136.9366667,25.47166667,16.35833333,RILs,Z020E0034
Z020E0038@,160.71,22.775,15.375,RILs,Z020E0038
Z020E0041@,142.7267234,24.37744318,16.60571213,RILs,Z020E0041
Z020E0043@,101.6792766,23.64655682,8.868287866,RILs,Z020E0043
Z020E0047@,140.4966667,23.52,14.155,RILs,Z020E0047
Z020E0049@,149.565,23.85833333,15.13333333,RILs,Z020E0049
Z020E0050@,125.2966667,19.77833333,10.40333333,RILs,Z020E0050
Z020E0056@,113.3768086,21.63610794,7.731780336,RILs,Z020E0056
Z020E0057@,158.2930495,26.21278412,22.73477266,RILs,Z020E0057
Z020E0059@,123.66,26.195,18.785,RILs,Z020E0059
Z020E0062@,123.265,23.825,11.59333333,RILs,Z020E0062
Z020E0066@,123.35,23.50166667,10.75333333,RILs,Z020E0066
Z020E0069@,148.2181914,24.04889206,18.31571966,RILs,Z020E0069
Z020E0075@,155.0583333,25.26,21.03166667,RILs,Z020E0075
Z020E0090@,140.0712766,27.93655682,24.30428787,RILs,Z020E0090
Z020E0099@,146.6783333,23.86333333,12.64166667,RILs,Z020E0099
Z020E0103@,147.995,24.715,18.53333333,RILs,Z020E0103
Z020E0106@,145.1666667,24.27666667,17.37833333,RILs,Z020E0106
Z020E0117@,137.6433333,25.14,17.09833333,RILs,Z020E0117
Z020E0120@,107.1716667,27.94333333,15.60666667,RILs,Z020E0120
Z020E0122@,110.2366667,22.26833333,11.36833333,RILs,Z020E0122
Z020E0152@,149.425,22.34166667,14.88833333,RILs,Z020E0152
Z020E0155@,128.7583333,22.475,11.135,RILs,Z020E0155
Z020E0159@,109.1221276,25.24092804,13.14381311,RILs,Z020E0159
Z021E0025@,158.7,22.38,11.82,RILs,Z021E0025
Z021E0028@,135.755,25.12,16.87,RILs,Z021E0028
Z021E0034@,127.6016667,22.04833333,15.615,RILs,Z021E0034
Z021E0040@,168.19,26.59,25.94333333,RILs,Z021E0040
Z021E0042@,117.7,20.34,9.376666667,RILs,Z021E0042
Z021E0050@,149.885,23.905,14.495,RILs,Z021E0050
Z021E0051@,156.5647234,23.27344318,18.67771213,RILs,Z021E0051
Z021E0052@,144.005,24.625,15.80333333,RILs,Z021E0052
Z021E0053@,162.3967234,22.25544318,16.93771213,RILs,Z021E0053
Z021E0054@,83.63472344,22.71944318,6.381712134,RILs,Z021E0054
Z021E0057@,143.2116667,25.975,20.35666667,RILs,Z021E0057
Z021E0060@,169.88,25.66333333,23.595,RILs,Z021E0060
Z021E0061@,133.35,23.61166667,18.65166667,RILs,Z021E0061
Z021E0066@,143.7533333,21.84666667,14.01666667,RILs,Z021E0066
Z021E0082@,157.505,23.57833333,18.85666667,RILs,Z021E0082
Z021E0088@,154.1827234,23.02944318,16.22771213,RILs,Z021E0088
Z021E0090@,138.1866667,23.73,17.34,RILs,Z021E0090
Z021E0096@,106.5916667,24.12666667,14.14833333,RILs,Z021E0096
Z021E0130@,149.9866667,28.595,27.77833333,RILs,Z021E0130
Z021E0146@,145.5166667,30.88833333,28.09333333,RILs,Z021E0146
Z021E0147@,127.2016667,24.94333333,17.61833333,RILs,Z021E0147
Z021E0152@,148.7016667,29.28666667,26.69,RILs,Z021E0152
Z021E0161@,147.4307234,25.73144318,21.10771213,RILs,Z021E0161
Z021E0169@,125.9116667,24.695,17.30833333,RILs,Z021E0169
Z021E0175@,129.3516667,19.81,10.62166667,RILs,Z021E0175
Z021E0178@,155.2130495,24.36611745,21.62477266,RILs,Z021E0178
Z021E0181@,169.2293086,25.83360794,21.99678034,RILs,Z021E0181
Z021E0182@,135.0616667,21.95333333,12.46833333,RILs,Z021E0182
Z021E0192@,107.2093086,17.70110794,7.756780336,RILs,Z021E0192
Z021E0195@,151.5563828,25.98778412,19.07143933,RILs,Z021E0195
Z022E0003@,139.3933333,27.165,20.76333333,RILs,Z022E0003
Z022E0006@,156.6883333,23.265,14.27333333,RILs,Z022E0006
Z022E0007@,151.0083333,23.62166667,14.86166667,RILs,Z022E0007
Z022E0012@,206.1872766,24.68255682,23.16428787,RILs,Z022E0012
Z022E0016@,141.7052766,23.22255682,11.50828787,RILs,Z022E0016
Z022E0115@,168.3727234,27.07744318,27.91771213,RILs,Z022E0115
Z023E0017@,146.0083333,26.59833333,26.48666667,RILs,Z023E0017
Z023E0044@,138.6266667,26.16333333,14.54,RILs,Z023E0044
Z023E0056@,172.8616667,20.99,14.66833333,RILs,Z023E0056
Z023E0075@,131.8163828,25.02278412,11.05143933,RILs,Z023E0075
Z023E0085@,139.5507234,26.72344318,20.07171213,RILs,Z023E0085
Z024E0002@,128.3756914,19.55389206,7.293219664,RILs,Z024E0002
Z024E0004@,128.9054609,22.09759471,11.29047978,RILs,Z024E0004
Z024E0006@,85.07971615,17.89945078,4.631439328,RILs,Z024E0006
Z024E0006@,75.42861719,20.30221588,5.043560672,RILs,Z024E0006
Z024E0008@,138.3716667,23.58333333,9.106666667,RILs,Z024E0008
Z024E0009@,124.74,21.31333333,7.805,RILs,Z024E0009
Z024E0017@,80.85879427,16.97092804,3.817146443,RILs,Z024E0017
Z024E0033@,107.8216667,20.78666667,8.955,RILs,Z024E0033
Z024E0044@,116.3552766,23.86855682,7.154287866,RILs,Z024E0044
Z024E0058@,113.9436172,23.64721588,14.49856067,RILs,Z024E0058
Z024E0083@,150.8997161,24.52611745,15.04477266,RILs,Z024E0083
Z024E0118@,135.3916667,22.18833333,12.05333333,RILs,Z024E0118
Z024E0120@,159.9116667,21.40666667,12.90833333,RILs,Z024E0120
Z024E0152@,128.7066667,25.98833333,11.57333333,RILs,Z024E0152
Z024E0158@,144.2083333,20.55833333,10.46,RILs,Z024E0158
Z024E0195@,131.9247234,23.41144318,8.927712134,RILs,Z024E0195
Z024E0203@,152.4231914,23.87889206,15.23321966,RILs,Z024E0203
Z025E0055@,144.5883333,24.06666667,18.25333333,RILs,Z025E0055
Z025E0088@,88.985,22.84,9.16,RILs,Z025E0088
Z025E0106@,111.4536172,24.91054922,11.93522734,RILs,Z025E0106
Z025E0113@,75.1821276,14.37092804,4.030479776,RILs,Z025E0113
Z025E0123@,138.9263828,23.60278412,13.34143933,RILs,Z025E0123
Z025E0124@,107.6756914,23.06889206,11.60071966,RILs,Z025E0124
Z025E0140@,101.9956914,22.22639206,11.54071966,RILs,Z025E0140
Z025E0181@,134.7697161,24.98278412,23.76477266,RILs,Z025E0181
Z025E0181@,145.5536172,29.29221588,24.17856067,RILs,Z025E0181
Z025E0187@,141.5430495,19.91945078,15.68143933,RILs,Z025E0187
Z025E0187@,130.8036172,19.91721588,11.16356067,RILs,Z025E0187
Z025E0195@,119.3933333,21.04,11.32166667,RILs,Z025E0195
Z025E0196@,179.9063828,21.68278412,37.78143933,RILs,Z025E0196
Z025E0196@,157.7469505,27.62388255,30.87522734,RILs,Z025E0196
Z025E0198@,130.8863828,27.50278412,23.60810599,RILs,Z025E0198
Z025E0198@,128.7069505,26.14721588,19.00189401,RILs,Z025E0198
Z025E0218@,120.6133333,28.42166667,18.565,RILs,Z025E0218
Z025E0238@,91.83680859,26.60360794,12.47178034,RILs,Z025E0238
Z026E0006@,92.325,22.745,8,RILs,Z026E0006
Z026E0010@,70.69727656,19.26455682,4.794287866,RILs,Z026E0010
Z026E0013@,124.2287234,24.01744318,13.77971213,RILs,Z026E0013
Z026E0020@,133.1333333,28.97666667,16.49333333,RILs,Z026E0020
Z026E0022@,111.3133333,26.52,11.56666667,RILs,Z026E0022
Z026E0034@,119.1183333,23.06333333,13.585,RILs,Z026E0034
Z026E0035@,120.7695391,26.76740529,18.52452022,RILs,Z026E0035
Z026E0041@,165.08,27.43833333,26.48833333,RILs,Z026E0041
Z026E0053@,102.5866667,21.52666667,11.35166667,RILs,Z026E0053
Z026E0054@,118.7933333,18.06666667,9.075,RILs,Z026E0054
Z026E0061@,138.8233333,27.03166667,19.52166667,RILs,Z026E0061
Z026E0068@,200.8247234,27.18344318,28.94371213,RILs,Z026E0068
Z026E0077@,109.8572766,26.72655682,19.24428787,RILs,Z026E0077
Z026E0080@,70.41833333,21.12833333,9.358333333,RILs,Z026E0080
Z026E0085@,114.0833333,17.025,11.55333333,RILs,Z026E0085
Z026E0088@,118.8597161,19.22611745,12.56477266,RILs,Z026E0088
Z026E0100@,102.7616667,24.69666667,13.02166667,RILs,Z026E0100
Z026E0123@,95.93,18.535,7.988333333,RILs,Z026E0123
Z026E0124@,100.0197161,18.51611745,7.294772661,RILs,Z026E0124
Z026E0126@,121.2183333,24.27333333,16.16166667,RILs,Z026E0126
Z026E0141@,125.8966667,19.33833333,9.143333333,RILs,Z026E0141
Z026E0149@,135.9672766,24.91455682,17.01428787,RILs,Z026E0149
Z026E0152@,131.3187234,23.07744318,12.48771213,RILs,Z026E0152
Z026E0153@,113.95,26.37,14.95666667,RILs,Z026E0153
Z026E0156@,119.5066667,23.34666667,14.55333333,RILs,Z026E0156
Z026E0162@,103.7516667,21.96666667,8.375,RILs,Z026E0162
Z026E0165@,112.0881914,18.56639206,13.29821966,RILs,Z026E0165
Z026E0198@,102.1733333,20.88,12.375,RILs,Z026E0198
Z026E0199@,90.15180859,22.49610794,9.326780336,RILs,Z026E0199
