Barcode,Cob_length (mm),Cob_Diameter (mm),Cob_Weight (g),Bag,I,Note,,
11-J2202-22 OP,101.58,29.62,17.28,27,HYJ,,,
11-J2202-23 OP,125.3,30.01,18.85,27,HYJ,,,
11-J2204-21 OP,150.85,28.62,21.63,27,LL,,,
11-J2204-22 OP,160.13,28.64,26.33,27,LL,,,
11-J2204-23 OP,147.92,27.99,23.55,27,LL,,,
11-J2205-21 OP,86.1,23.05,10.52,21,LL,,,
11-J2206-22 OP,91.11,20.48,5.1,21,LL,,,
11-J2206-23 OP,158.27,23.75,10.65,21,LL,,,
11-J2207-21 OP,120,28.4,20.7,21,LL,,,
11-J2207-22 OP,91.5,24.6,13.31,28,LL,,,
11-J2207-23 OP,98.58,28.24,15.76,28,LL,,,
11-J2208-21 OP,98.33,24.09,11.48,27,HYJ,,,
11-J2208-23 OP,101.17,21.13,9.91,27,HYJ,,,
11-J2209-21 OP,123.43,21.45,12.14,21,LL,,,
11-J2209-22 OP,162.8,23.99,20.52,28,HYJ,,,
11-J2209-23 OP,153.43,27.07,16.71,21,LL,,,
11-J2210-21 OP,144.74,27.28,20.99,27,HYJ,,,
11-J2210-22 OP,143.38,25.62,20.52,27,LL,,,
11-J2210-23 OP,154.98,27.83,24.52,27,LL,,,
11-J2211-21 OP,139.34,25.51,22.07,27,LL,,,
11-J2212-21 OP,143.5,27.09,20.83,27,LL,,,
11-J2212-22 OP,160.33,26.44,25.09,27,LL,,,
11-J2212-23 OP,164.7,27.28,26.32,27,HYJ,,,
11-J2213-21 OP,142.28,24.38,17.79,27,HYJ,,,
11-J2213-22 OP,165.37,22.63,17.63,27,LL,,,
11-J2213-23 OP,138.73,23.93,16.95,27,HYJ,,,
11-J2214-21 OP,90.69,24.09,12.6,28,LL,,,
11-J2214-22 OP,93.15,23.98,11.52,28,LL,,,
11-J2214-23 OP,90,23.02,11.49,28,LL,,,
11-J2215-21 OP,140.56,25.26,17.26,27,HYJ,,,
11-J2215-22 OP,113.64,24.93,11.69,27,HYJ,,,
11-J2215-23 OP,127,24.84,14.09,27,HYJ,,,
11-J2216-21 OP,123.58,24.68,17.18,27,LL,,,
11-J2216-22 OP,143.42,24.21,21.58,27,HYJ,,,
11-J2216-23 OP,134.31,25.6,22.97,27,HYJ,,,
11-J2217-21 OP,112.75,22.76,11.12,28,LL,,,
11-J2217-22 OP,100.43,21.23,10.2,27,HYJ,,,
11-J2217-23 OP,100.21,21.84,10.31,27,HYJ,,,
11-J2218-21 OP,160.98,24.92,25.32,27,LL,,,
11-J2218-22 OP,148.38,28.54,24.24,27,LL,,,
11-J2218-23 OP,125.59,26.34,18.94,27,HYJ,,,
11-J2219-21 OP,135.65,24.86,14.87,27,HYJ,,,
11-J2219-22 OP,124.69,27.63,12.84,21,LL,,,
11-J2219-23 OP,146.03,26.13,20.11,21,LL,,,
11-J2220-21 OP,113.6,26.87,17.58,21,LL,,,
11-J2220-22 OP,132.01,24.95,11.8,21,LL,2pieces,,
11-J2221-21 OP,137.31,25.85,15.84,21,LL,,,
11-J2221-22 OP,110.68,27.09,14.09,27,HYJ,,,
11-J2221-23 OP,149.26,26.03,17.73,27,LL,,,
11-J2222-21 OP,139.96,24.78,19.03,27,HYJ,,,
11-J2222-22 OP,132.41,26.89,20.98,27,HYJ,,,
11-J2222-23 OP,157.76,28.11,26.74,27,LL,,,
11-J2223-22 OP,115.69,25.26,11.41,27,LL,,,
11-J2223-23 OP,108.54,21.76,9.71,21,LL,,,
11-J2224-21 OP,114.74,28.8,15.54,27,HYJ,,,
11-J2224-22 OP,127.31,27.68,15.54,27,HYJ,,,
11-J2224-23 OP,118.15,28.15,15.57,27,HYJ,,,
11-J2225-22 OP,111.14,22.92,14.88,27,LL,,,
11-J2225-23 OP,127.02,20.7,14.88,27,HYJ,,,
11-J2226-21 OP,142.36,26.95,20.77,27,HYJ,,,
11-J2226-22 OP,149.31,27.08,25.37,27,HYJ,,,
11-J2226-23 OP,141.98,26.03,21.34,27,HYJ,,,
11-J2228-22 OP,119.28,28.16,15.77,21,LL,,,
11-J2230-22 OP,114.76,24.34,11.94,21,LL,,,
11-J2230-23 OP,135.7,27.46,18.89,27,HYJ,,,
11-J2231-21 OP,178.11,25.31,22.49,21,LL,,,
11-J2231-22 OP,176.3,23.32,25.82,27,HYJ,,,
11-J2231-23 OP,182.02,21.68,22.75,27,HYJ,,,
11-J2232-21 OP,171.84,25.21,19.55,27,LL,,,
11-J2232-22 OP,119.25,23.65,10.99,21,LL,,,
11-J2233-23 OP,154.45,22.82,20.45,27,HYJ,,,
11-J2234-22 OP,146.06,19.7,7.86,21,LL,,,
11-J2234-23 OP,140.44,18.89,8.62,21,LL,,,
11-J2235-21 OP,128.9,30.23,23.55,21,LL,,,
11-J2235-22 OP,110.3,24.99,13.61,27,HYJ,,,
11-J2235-23 OP,141.08,30.14,22.73,27,LL,,,
11-J2237-21 OP,151.69,30.64,33.91,27,HYJ,,,
11-J2237-22 OP,139.69,28.54,27.02,28,LL,,,
11-J2237-23 OP,146.46,31.85,33.97,28,LL,,,
11-J2238-21 OP,165.62,26.59,25.91,28,LL,,,
11-J2238-22 OP,150.69,25.81,20.9,27,HYJ,,,
11-J2238-23 OP,156.25,28.19,24.91,27,LL,,,
11-J2239-21 OP,151.72,24.39,17.65,27,HYJ,,,
11-J2239-22 OP,152.05,22.79,19.36,27,LL,,,
11-J2240-21 OP,141.64,26.32,19.74,28,LL,,,
11-J2240-22 OP,138.49,24.83,17.33,28,LL,,,
11-J2240-23 OP,144.34,24.83,18.77,28,LL,,,
11-J2241-21 OP,131.03,29.28,22.67,28,LL,,,
11-J2242-21 OP,114.03,24.05,10,28,LL,,,
11-J2242-22 OP,128.56,24.16,12.43,27,HYJ,,,
11-J2243-21 OP,113.04,25.68,15,27,LL,,,
11-J2244-21 OP,109.68,28.8,16.12,27,LL,,,
11-J2244-22 OP,120.46,28.34,14.21,27,LL,,,
11-J2244-23 OP,105.51,25.8,11.1,28,LL,,,
11-J2245-21 OP,141.73,22.74,16.97,28,LL,,,
11-J2245-22 OP,136.15,23.19,17.22,28,LL,,,
11-J2245-23 OP,167.77,25.14,23.18,28,LL,,,
11-J2246-21 OP,156.89,25.73,21.85,28,LL,,,
11-J2246-22 OP,134.98,24.19,19.57,27,HYJ,,,
11-J2246-23 OP,105.14,25.48,12.57,21,LL,,,
11-J2247-21 OP,150.22,25.4,19.25,21,LL,,,
11-J2247-22 OP,154.25,27.17,23.26,21,LL,,,
11-J2247-23 OP,141.27,25.87,18.53,27,HYJ,,,
11-J2249-21 OP,143.85,25.14,19.2,28,LL,,,
11-J2249-23 OP,179.89,25.58,24.28,27,HYJ,,,
11-J2250-21 OP,148.63,26.66,22.89,27,LL,,,
11-J2250-22 OP,152.3,26.64,24.1,27,LL,,,
11-J2250-23 OP,137.96,29.1,22.18,27,HYJ,,,
11-J2283-21 OP,162.3,27.86,25.53,27,LL,,,
11-J2284-21 OP,182.55,23.99,26.15,27,LL,,,
11-J2284-22 OP,168.35,24.88,25.51,34,LL,,,
11-J2284-23 OP,162.3,25.64,23.8,34,LL,,,
11-J2285-23 OP,198.63,28.62,37.54,34,LL,,,
11-J2287-22 OP,187.36,25.05,24.23,34,LL,,,
11-J2288-21 OP,130.62,27.95,18.76,34,LL,,,
11-J2288-22 OP,185,27.64,33.86,34,LL,,,
11-J2289-21 OP,175,26.75,32.14,34,LL,,,
11-J2289-23 OP,169.17,25.36,32.64,34,LL,,,
11-J2290-21 OP,170.41,25.97,23.57,34,LL,,,
11-J2290-22 OP,186.34,27.32,26.13,34,LL,,,
11-J2290-23 OP,191.55,24.78,26.04,34,LL,,,
11-J2291-21 OP,161.67,27.38,26.31,34,LL,,,
11-J2291-22 OP,156.25,25.52,21.92,34,LL,,,
11-J2291-23 OP,173.18,29.95,30.95,34,LL,,,
11-J2292-21 OP,195.63,25.79,31.66,34,LL,,,
11-J2292-22 OP,188.58,25.43,28.39,34,LL,,,
11-J2292-23 OP,200.94,24.64,31.9,34,LL,,,
11-J2293-22 OP,129.66,26.99,18.48,34,LL,,,
11-J2294-21 OP,159.97,26.19,24.74,34,LL,,,
11-J2295-22 OP,150.86,30.16,26.8,34,LL,,,
11-J2296-21 OP,163.15,26.31,26.19,34,LL,,,
11-J2297-22 OP,136.23,26.4,18.7,34,LL,,,
11-J2302-21 OP,146.46,29.93,24.14,29,HYJ,,,
11-J2302-22 OP,145.87,27.6,22.3,28,HYJ,,,
11-J2302-23 OP,137.74,24.58,15.88,28,HYJ,,,
11-J2303-21 OP,137.03,24.84,19.91,28,HYJ,,,
11-J2303-22 OP,155.77,26.88,24.4,30,HYJ,,,
11-J2303-23 OP,154.61,25.02,22.47,29,HYJ,,,
11-J2304-21 OP,149.79,27.51,25.84,28,HYJ,,,
11-J2304-22 OP,156.68,27.33,25.61,29,HYJ,,,
11-J2304-23 OP,146.18,26.51,19.75,29,HYJ,,,
11-J2305-21 OP,153.75,23.26,21.11,28,HYJ,,,
11-J2305-22 OP,157.95,26.45,25.78,28,HYJ,,,
11-J2305-23 OP,139.68,26.42,22.27,29,HYJ,,,
11-J2306-22 OP,150.91,27.32,23.92,30,HYJ,,,
11-J2306-23 OP,143.25,27.87,19.37,21,LL,,,
11-J2307-21 OP,122.54,26.02,16.93,28,HYJ,,,
11-J2307-22 OP,146.71,28.3,22.93,30,HYJ,,,
11-J2307-23 OP,154.39,26.86,25.03,28,HYJ,,,
11-J2308-21 OP,155.83,27.35,22.83,28,HYJ,,,
11-J2308-22 OP,147.59,25.9,25.1,30,HYJ,,,
11-J2308-23 OP,154.3,29.28,26.33,29,HYJ,,,
11-J2309-21 OP,119,24.86,17.68,28,HYJ,,,
11-J2309-22 OP,161.65,22.73,20.59,28,HYJ,,,
11-J2309-23 OP,129.95,23.67,15.81,28,HYJ,,,
11-J2311-21 OP,131.11,18.81,8.41,28,LL,,,
11-J2311-23 OP,137.57,20.69,9.15,28,HYJ,,,
11-J2312-22 OP,119.99,24.07,17.13,28,LL,,,
11-J2313-21 OP,116.35,29.15,17.83,28,TS,,,
11-J2313-22 OP,117.13,25.95,16.09,30,HYJ,,,
11-J2313-23 OP,121.08,26,21.28,28,HYJ,,,
11-J2314-21 OP,134.5,21.24,14.42,29,HYJ,,,
11-J2314-22 OP,127.17,22.42,14.97,29,HYJ,,,
11-J2314-23 OP,114.45,21.03,12.24,29,HYJ,,,
11-J2316-21 OP,169.35,24.25,16.93,30,HYJ,,,
11-J2316-22 OP,168.54,27.34,21.41,30,HYJ,,,
11-J2316-23 OP,143.14,26.84,20.25,29,HYJ,,,
11-J2317-21 OP,143.7,25.32,21.79,30,HYJ,,,
11-J2317-22 OP,141.02,26.25,21.38,28,HYJ,,,
11-J2317-23 OP,153.48,25.65,25.39,30,HYJ,,,
11-J2319-22 OP,161.63,25.48,19.5,28,HYJ,,,
11-J2319-23 OP,175.18,25.09,24.84,29,HYJ,,,
11-J2321-21 OP,112.39,21.96,10.76,29,HYJ,,,
11-J2321-22 OP,102.01,19.68,8.79,28,HYJ,,,
11-J2321-23 OP,94.09,22.62,8.69,28,HYJ,,,
11-J2322-21 OP,129.85,25.74,16.05,28,HYJ,,,
11-J2322-22 OP,117.71,25.25,13.61,28,HYJ,,,
11-J2322-23 OP,116.43,24.66,12.81,29,HYJ,,,
11-J2325-22 OP,122.5,24.71,13.24,29,HYJ,,,
11-J2326-21 OP,146.78,24.78,22.5,29,HYJ,,,
11-J2326-22 OP,152.93,25.79,24.09,29,HYJ,,,
11-J2326-23 OP,151.96,28.11,23.43,28,HYJ,,,
11-J2328-21 OP,147.83,23.6,16.27,29,HYJ,,,
11-J2328-22 OP,139.87,24.81,17.63,29,HYJ,,,
11-J2328-23 OP,146.42,25.11,15.96,29,HYJ,,,
11-J2329-21 OP,156.64,24.48,13.6,29,HYJ,,,
11-J2329-22 OP,160.27,24.06,15.88,28,HYJ,,,
11-J2329-23 OP,147.82,23.11,12.67,28,HYJ,,,
11-J2330-21 OP,106.06,20.28,8.61,21,LL,,,
11-J2330-23 OP,151.99,19.46,13.34,28,LL,,,
11-J2331-22 OP,152.53,31.53,26.12,28,HYJ,,,
11-J2331-23 OP,100.07,30.77,14.41,21,LL,,,
11-J2333-21 OP,164.67,29.7,30.53,29,HYJ,,,
11-J2333-22 OP,119.84,27.07,23.45,30,HYJ,,,
11-J2333-23 OP,151.72,27.67,26.03,28,LL,,,
11-J2334-21 OP,114.5,26.84,17.54,28,HYJ,,,
11-J2335-23 OP,86.58,23.95,11.05,29,HYJ,,,
11-J2336-21 OP,120.59,26.24,13.15,28,HYJ,,,
11-J2338-21 OP,137.7,23.39,16.93,28,HYJ,,,
11-J2338-22 OP,136.33,23.18,13.71,29,HYJ,,,
11-J2338-23 OP,128.33,22.71,11.8,28,HYJ,,,
11-J2339-21 OP,164.32,24.1,23.31,28,HYJ,,,
11-J2339-22 OP,133.32,24.06,17.78,30,HYJ,,,
11-J2339-23 OP,130.43,22.26,16.51,29,HYJ,,,
11-J2340-21 OP,127.34,26.02,22.12,28,LL,,,
11-J2340-22 OP,145.81,26.48,26.25,28,HYJ,,,
11-J2340-23 OP,113.91,28.97,18.56,21,LL,,,
11-J2341-22 OP,132.95,23.21,14.68,29,HYJ,,,
11-J2341-23 OP,144.71,20.93,14.44,29,HYJ,,,
11-J2343-21 OP,128.87,24.08,17.39,28,LL,,,
11-J2343-22 OP,161.25,21.82,18.75,29,HYJ,,,
11-J2343-23 OP,128.41,24.25,17.65,28,LL,,,
11-J2344-21 OP,147.43,29.02,22.75,29,HYJ,,,
11-J2344-22 OP,148.21,26.34,23.8,29,HYJ,,,
11-J2344-23 OP,159.13,27.68,25.72,29,HYJ,,,
11-J2345-22 OP,123.65,23.69,12.56,29,HYJ,,,
11-J2347-21 OP,152.23,23.25,15.93,28,HYJ,,,
11-J2347-22 OP,152.3,24.41,17.62,28,LL,,,
11-J2347-23 OP,141.13,25.11,17.04,28,HYJ,,,
11-J2348-21 OP,216.88,30.75,46.58,29,HYJ,,,
11-J2349-21 OP,129.69,26.1,21.37,28,HYJ,,,
11-J2349-22 OP,132.63,24.51,18.73,30,HYJ,,,
11-J2349-23 OP,125.37,26.19,19.09,28,HYJ,,,
11-J2350-21 OP,145.1,25,20.31,29,HYJ,,,
11-J2350-22 OP,130.39,26.99,19.01,28,HYJ,,,
11-J2350-23 OP,151.41,25.83,24.45,29,HYJ,,,
11-J2601-21 OP,187.59,26.37,28.45,29,LL,,,
11-J2602-21 OP,181.29,30.8,34.65,29,LL,2pieces,,
11-J2603-21 OP,219.39,29.9,47.68,29,LL,,,
11-J2603-22 OP,223.85,30.7,44.19,29,LL,2 pieces,,
11-J2603-23 OP,219.48,31.45,48.73,29,LL,,,
11-J2605-21 OP,225.16,30.45,52.11,29,LL,2 pieces,,
11-J2605-23 OP,214.01,30.54,42.94,29,LL,,,
11-J2607-21 OP,194.18,25.53,29.21,29,LL,,,
11-J2607-23 OP,221.16,27.24,34.71,29,LL,,,
11-J2608-21 OP,175.18,29.59,41.76,29,LL,,,
11-J2608-22 OP,197.82,31.34,54.84,29,LL,,,
11-J2608-23 OP,201.95,29.31,46.11,29,LL,,,
11-J2609-22 OP,212.07,30.98,40.65,29,LL,,,
11-J2609-23 OP,207.44,31.46,41.95,29,LL,,,
11-J2610-22 OP,224.27,30.34,57.56,29,LL,,,
11-J2611-21 OP,195.55,29.54,52.54,29,LL,,,
11-J2612-21 OP,200.03,27.3,43.49,29,LL,0,,
11-J2612-22 OP,192.81,27.89,37.39,29,LL,,,
11-J2612-23 OP,189.56,26.13,38.02,29,LL,,,
11-J2613-21 OP,229.88,28.72,35.95,29,LL,,,
11-J2613-22 OP,210.63,30.66,33.7,29,LL,,,
11-J2613-23 OP,199.7,22.02,25.11,29,LL,,,
11-J2614-21 OP,163.48,28.89,33.37,29,LL,,,
11-J2614-22 OP,178.67,27.51,39.59,29,LL,,,
11-J2614-23 OP,173.26,29.1,35.81,29,LL,,,
11-J2615-21 OP,225.2,27.08,43.52,29,LL,,,
11-J2615-22 OP,222.56,24.47,35.2,29,LL,,,
11-J2615-23 OP,225.76,26.97,39.28,29,LL,,,
11-J2616-23 OP,163.26,36.43,56.41,29,HYJ,,,
11-J2617-21 OP,235.53,28.76,56.29,29,LL,,,
11-J2617-22 OP,191.46,25.67,39.74,29,LL,,,
11-J2617-23 OP,221.3,26.61,46.44,29,LL,,,
11-J2618-21 OP,197.65,28.72,33.63,29,LL,,,
11-J2618-22 OP,220.67,28.76,41.26,29,LL,,,
11-J2618-23 OP,193.68,27.32,33.5,29,LL,,,
11-J2619-21 OP,174.88,26.12,32.83,29,LL,,,
11-J2619-22 OP,184.49,26.4,33.72,29,LL,,,
11-J2619-23 OP,159.15,29.04,32.46,29,LL,,,
11-J2620-21 OP,160.48,25.99,22.68,29,LL,,,
11-J2620-22 OP,188.77,26.18,26.27,29,LL,2 pieces,,
11-J2620-23 OP,204.71,23.48,29.49,29,LL,,,
11-J2621-21 OP,204.51,28.12,45.4,29,LL,0,,
11-J2621-22 OP,177.14,25.58,27.74,29,LL,,,
11-J2621-23 OP,196.96,26.62,38.69,29,LL,,,
11-J2622-21 OP,217.92,27.17,34.29,29,LL,,,
11-J2622-22 OP,157.01,25.94,22.34,29,LL,,,
11-J2622-23 OP,201.76,28.95,30.88,29,LL,,,
11-J2623-21 OP,143.69,33.37,28.68,29,LL,,,
11-J2623-23 OP,224.1,32.53,44.71,29,LL,2 pieces,,
11-J2624-21 OP,208.19,30.52,61.55,29,LL,,,
11-J2625-22 OP,219.51,23.21,28.72,29,LL,,,
11-J2626-23 OP,244.11,33.42,49.54,29,LL,2pieces,,
11-J2630-22 OP,180.88,25.84,26.97,29,LL,,,
11-J2630-23 OP,200.27,25.02,29.41,29,LL,,,
11-J2631-21 OP,200.34,25.47,22.84,29,LL,,,
11-J2632-22 OP,213.16,28.8,37.13,29,LL,,,
11-J2634-22 OP,182.09,27.67,27.26,29,LL,,,
11-J2634-23 OP,200.32,24.9,26.03,29,LL,,,
11-J2636-21 OP,227.06,31.23,47.9,29,LL,,,
11-J2636-23 OP,210.95,32.98,43.03,29,LL,2pieces,,
11-J2637-22 OP,199.6,28.51,41.32,29,LL,,,
11-J2638-22 OP,162.17,24.16,19.54,29,LL,,,
11-J2639-22 OP,148.17,25.52,20.75,29,LL,,,
11-J2639-23 OP,174.76,27.46,26.93,29,LL,,,
11-J2640-22 OP,204.97,29.65,40.32,29,LL,,,
11-J2640-23 OP,215.29,29.05,46.72,29,LL,,,
11-J2641-22 OP,190.88,23.63,27.21,29,LL,,,
11-J2642-21 OP,196.54,34.08,53.31,29,LL,,,
11-J2642-22 OP,199.64,32.7,44.29,29,LL,,,
11-J2644-21 OP,212.44,29.73,40.79,29,LL,,,
11-J2644-22 OP,214.16,30.85,51.92,29,HYJ,,,
11-J2645-21 OP,207.55,24.65,30.36,29,LL,,,
11-J2651-21 OP,174.8,26.56,26.3,29,LL,,,
11-J2652-22 OP,197.31,27.05,34.82,29,LL,,,
11-J2655-21 OP,239.95,23.18,37.95,29,LL,,,
11-J2655-22 OP,228.12,22.34,30.66,29,LL,,,
11-J2656-21 OP,176.63,21.86,20.33,29,LL,,,
11-J2656-22 OP,223.36,24.31,39,29,LL,,,
11-J2656-23 OP,177.09,25.75,31.08,29,LL,,,
11-J2658-21 OP,213.97,34.9,61.39,46,HYJ,,,
11-J2658-22 OP,198.74,29.88,35.51,46,HYJ,,,
11-J2658-23 OP,126.78,32.12,31.98,46,HYJ,,,
11-J2659-22 OP,236.84,22.03,32.45,46,LL,,,
11-J2661-21 OP,169.88,27.57,34.8,46,LL,,,
11-J2662-21 OP,205.42,27.33,49.51,46,LL,,,
11-J2663-21 OP,227.5,33.42,60.35,46,LL,,,
11-J2663-22 OP,205.85,32.7,55.7,46,HYJ,,,
11-J2663-23 OP,216.93,31.68,50.69,46,HYJ,2pieces,,
11-J2664-22 OP,207.3,30.59,47.91,46,HYJ,2 pieces,,
11-J2664-23 OP,210.23,34,53.58,46,HYJ,,,
11-J2665-21 OP,179.99,31.97,39.48,46,HYJ,,,
11-J2665-22 OP,178.09,30.53,34.64,46,LL,,,
11-J2665-23 OP,184.26,31.93,37.81,46,HYJ,,,
11-J2666-21 OP,204.95,28.41,30.1,46,LL,,,
11-J2667-21 OP,177.01,28.09,33.92,46,HYJ,,,
11-J2667-22 OP,109.8,31.21,23.22,46,HYJ,,,
11-J2667-23 OP,201.78,30.43,40.46,46,HYJ,2 pieces,,
11-J2669-21 OP,197.65,30.25,42.33,46,HYJ,,,
11-J2669-22 OP,196.88,30.06,41.74,46,HYJ,,,
11-J2669-23 OP,158.47,31.21,35.44,46,LL,,,
11-J2671-21 OP,174.74,24.72,23.26,46,HYJ,,,
11-J2671-22 OP,148.83,28.13,22.49,46,LL,,,
11-J2672-21 OP,232.41,30.55,29.16,46,LL,,,
11-J2672-22 OP,202.11,24.85,31.46,46,LL,,,
11-J2673-21 OP,190.93,28.18,37.21,46,LL,,,
11-J2673-22 OP,192.07,26.72,39.63,46,LL,,,
11-J2674-21 OP,191.92,28.75,45.15,46,LL,,,
11-J2674-22 OP,221.05,29.03,50.67,46,LL,,,
11-J2674-23 OP,238.08,31.06,59.38,46,LL,,,
11-J2675-21 OP,191.95,34.34,56.38,46,HYJ,,,
11-J2675-22 OP,197.39,34.27,52.66,46,HYJ,,,
11-J2675-23 OP,205.85,34.13,55.58,46,HYJ,,,
11-J2676-21 OP,215,27.97,27.82,46,LL,,,
11-J2676-22 OP,215.77,26.79,21.25,46,LL,2 pieces,,
11-J2676-23 OP,181.29,25.31,20.21,46,LL,,,
11-J2677-21 OP,215.74,27.27,28.18,46,LL,,,
11-J2677-22 OP,190.6,26.2,27.87,46,LL,,,
11-J2677-23 OP,217.21,27.63,31.58,46,LL,,,
11-J2678-21 OP,166.85,30.79,22.65,46,LL,,,
11-J2678-22 OP,174.15,28.3,33.23,46,LL,,,
11-J2678-23 OP,141.7,28.54,25.25,46,LL,,,
11-J2679-21 OP,195.21,36,50.61,46,HYJ,,,
11-J2679-22 OP,169.87,35.3,49.82,46,HYJ,,,
11-J2679-23 OP,219.12,32.83,57.6,46,LL,,,
11-J2680-21 OP,181.56,26.55,32.84,46,LL,0,,
11-J2680-22 OP,162.76,25.94,34.25,46,LL,,,
11-J2680-23 OP,169.04,26.18,32.24,46,LL,,,
11-J2681-21 OP,195.65,22.09,23.97,46,LL,,,
11-J2681-22 OP,190.75,23.28,22.53,46,LL,,,
11-J2681-23 OP,200.52,23.69,23.46,46,LL,,,
11-J2682-21 OP,180.49,30.83,32.92,46,LL,,,
11-J2682-22 OP,181.26,28.63,33.25,46,LL,,,
11-J2682-23 OP,165.61,28.01,30.09,46,LL,,,
11-J2683-21 OP,167.76,29.83,35.14,46,LL,,,
11-J2683-22 OP,175.97,29.83,36.52,46,LL,,,
11-J2683-23 OP,177.61,32.5,38.76,46,HYJ,,,
11-J2684-21 OP,197.41,25.59,33.11,46,LL,,,
11-J2685-22 OP,116.11,29.32,25.23,46,HYJ,,,
11-J2685-23 OP,167.71,27.7,36.93,46,LL,,,
11-J2686-21 OP,219.1,26.18,35.06,46,LL,,,
11-J2686-22 OP,223.77,25.1,35.55,46,LL,,,
11-J2686-23 OP,220.67,28.81,42.83,46,LL,,,
11-J2687-21 OP,194.53,34.34,58.06,46,LL,,,
11-J2687-22 OP,199.86,33.22,52.99,46,HYJ,,,
11-J2687-23 OP,207.77,33.8,51.99,46,HYJ,,,
11-J2688-21 OP,217.05,26.53,36.47,46,LL,,,
11-J2688-22 OP,236.62,26.34,42.22,46,LL,0,,
11-J2688-23 OP,226.69,27.13,38.75,46,LL,,,
11-J2689-21 OP,178.13,31.84,36.48,46,LL,,,
11-J2689-22 OP,228.78,27.47,44.45,46,LL,,,
11-J2690-21 OP,201.28,26.47,28.51,46,LL,,,
11-J2690-22 OP,213.82,26.74,32,46,LL,,,
11-J2690-23 OP,208.28,23.41,17.76,46,LL,,,
11-J2691-21 OP,180.02,26.51,24.94,46,LL,,,
11-J2691-22 OP,180.81,28.95,30.35,46,LL,,,
11-J2692-21 OP,227.74,31.37,48.79,46,LL,,,
11-J2692-22 OP,218.19,31.56,41.16,46,LL,,,
11-J2693-21 OP,210.54,28.14,45.65,46,LL,,,
11-J2693-22 OP,203.86,27.54,40.47,46,LL,,,
11-J2693-23 OP,190.73,27.51,36.51,46,LL,2 pieces,,
11-J2694-21 OP,150.8,26.32,20.38,46,LL,,,
11-J2694-22 OP,148.9,27.23,22.25,46,LL,,,
11-J2694-23 OP,188.47,28.24,29.81,46,LL,,,
11-J2695-21 OP,191.61,28.39,36,46,HYJ,,,
11-J2695-23 OP,145.29,25.05,23.63,46,LL,,,
11-J2696-21 OP,182.07,37.83,59.45,46,HYJ,,,
11-J2696-22 OP,169.86,36.36,46.96,46,HYJ,,,
11-J2696-23 OP,187.88,34.42,55.68,46,HYJ,2 pieces,,
11-J2698-21 OP,215.17,31.87,43.84,46,LL,,,
11-J2698-22 OP,170.31,30.9,36.46,46,HYJ,,,
11-J2698-23 OP,192.16,30.7,39.07,46,HYJ,,,
11-J2704-23 OP,188.58,26.97,34.1,46,LL,,,
11-J2706-22 OP,189.81,27.19,33.81,46,LL,,,
11-J2707-21 OP,179.45,27.69,30.38,46,LL,,,
11-J2708-23 OP,144.46,29.29,32.02,46,LL,,,
11-J2709-21 OP,203.44,30.33,44.71,46,LL,,,
11-J2709-22 OP,194.14,33.86,39.98,46,LL,,,
11-J2709-23 OP,221.13,30.01,39.61,46,LL,,,
11-J2710-23 OP,138.35,28.71,23.95,46,LL,,,
11-J2711-21 OP,213.54,25.23,34.55,50,LL,,,
11-J2711-22 OP,240.76,27.69,42.42,50,LL,0,,
11-J2712-22 OP,178.3,25.96,27.02,50,LL,,,
11-J2712-23 OP,181.79,26.3,28.18,50,LL,,,
11-J2714-21 OP,238.51,32.7,68.31,50,LL,,,
11-J2714-22 OP,232.53,31.45,57.88,50,LL,,,
11-J2715-22 OP,242.69,33.09,46.52,50,LL,,,
11-J2716-22 OP,254.68,27.27,63.88,50,LL,,,
11-J2718-22 OP,192.55,29.9,45.51,50,LL,,,
11-J2718-23 OP,202.06,34.95,49.13,50,LL,,,
11-J2719-21 OP,184.16,27.54,33.15,50,LL,,,
11-J2719-23 OP,190.67,26.83,33.64,50,LL,,,
11-J2720-21 OP,222.85,31.33,46.86,50,LL,,,
11-J2720-22 OP,230.9,28.84,45.39,50,LL,,,
11-J2720-23 OP,177.48,29.59,31.55,50,LL,,,
11-J2721-21 OP,185.45,22.84,24.1,50,LL,,,
11-J2721-22 OP,204.11,25.68,38.84,50,LL,,,
11-J2722-21 OP,220.64,28.03,27.71,50,LL,,,
11-J2722-22 OP,200.62,26.16,28.82,50,LL,,,
11-J2722-23 OP,200.12,25.61,25.72,50,LL,,,
11-J2723-22 OP,180.84,23.66,22.27,50,LL,,,
11-J2724-21 OP,195.81,30.22,35.49,50,LL,,,
11-J2724-22 OP,172.22,31.08,38.51,50,LL,,,
11-J2725-21 OP,204.04,29.72,37.68,50,LL,,,
11-J2725-22 OP,176.64,30.62,31.04,50,LL,,,
11-J2726-21 OP,193.73,28.58,28.76,50,LL,,,
11-J2726-23 OP,150.25,24.05,18.15,50,LL,,,
11-J2727-21 OP,207.5,25.23,37.13,50,LL,,,
11-J2727-22 OP,214.95,23.14,33.2,50,LL,,,
11-J2727-23 OP,223.06,24.04,38.21,50,LL,,,
11-J2728-23 OP,222.84,26.55,34.19,50,LL,,,
11-J2729-21 OP,202.1,31.8,44.52,50,LL,,,
11-J2729-22 OP,176.19,31.64,51.07,50,LL,,,
