pedigree,seed count,seed note,total seed weight,AKW,hand count,box,time,initial,macine
11-2041-23 OP,299,,47.4,,,4,,LL,
11-2042-21 OP,256,,68.36,,,4,,LL,
11-2042-22 OP,301,,96.72,,,8,,,
11-2042-23 OP,352,,104.69,,,8,,,
11-2043-21 OP,378,,108.37,,,8,,LL,
11-2043-22 OP,504,,80.53,,,8,,LL,
11-2043-23 OP,356,,78.11,,,8,,LL,
11-2044-21 OP,252,,90.42,,,4,,HYJ,
11-2044-23 OP,289,,72.93,,,4,,HYJ,
11-2045-23 OP,66,,22.61,,,5,,HYJ,
11-2046-21 OP,388,,108.73,,,5,,LL,
11-2046-22 OP,223,,69.86,,,5,,LL,
11-2046-23 OP,379,,97.6,,,4,,HYJ,
11-2047-21 OP,284,,63.43,,,4,,LL,
11-2047-22 OP,213,,43.51,,,6,,,
11-2047-23 OP,58,,18.39,,,4,,LL,
11-2048-21 OP,224,,71.39,,,6,,,
11-2048-22 OP,358,mold,97.65,,,5,,HYJ,
11-2048-23 OP,328,,71.54,,,6,,,
11-2049-22 OP,91,,28.83,,,6,,LL,
11-2050-21 OP,342,,95.02,,,5,,HYJ,
11-2050-22 OP,312,,51.03,,,5,,HYJ,
11-5012-22 OP,140,,65.2,,,,,,
11-5130-22 OP,725,,204.42,,,,,,
11-5143-21 OP,134,,56.24,,,,,,
11-5514-23 OP,961,,254.19,,,,,,
11-5538-23 OP,585,,149.59,,,,,,
11-5637-23 OP,894,,245.41,,,,,,
11-5705-22 OP,736,,230.88,,,,,,
11-5707-21 OP,881,,266.34,,,,,,
11-5709-21 OP,884,,258.04,,,,,,
11-5866-22 OP,37,,9.24,,,,,,
11-5877-21 OP,220,,50.51,,,,,,
11-J1265-21 OP,565,,188.76,,,,,,
11-J1292-21 OP,464,,39.67,,,,,,
11-J1497-21 OP,146,,67.92,,,,,,
11-J1583-23 OP,438,,131.64,,,,,,
11-J1628-23 OP,54,,4.58,,,,,,
11-J1833-21 OP,68,,12.33,,,,,,
11-J1963-21 OP,255,,57.21,,,,,,
11-J2018-22 OP,742,,205.86,,,,,,
11-J2049-23 OP,140,,12.33,,,,,,
11-J2102-22 OP,11,,3.58,,,,,,
11-J2295-23 OP,423,,110.33,,,,,,
11-J3201-21 OP,109,,32.29,,,2,,HYJ,
11-J3201-22 OP,226,,72.44,,,2,,HYJ,
11-J3201-23 OP,180,,48.06,,,2,,HYJ,
11-J3202-21 OP,169,,58.05,,,2,,HYJ,
11-J3202-22 OP,214,,77.15,,,2,,HYJ,
11-J3202-23 OP,267,,93.66,,,2,,HYJ,
11-J3203-21 OP,50,,15.67,,,2,,LL,
11-J3203-22 OP,19,,6.2,,,2,,LL,
11-J3203-23 OP,319,,94.28,,,2,,HYJ,
11-J3204-21 OP,15,,4.28,,,2,,LL,
11-J3204-22 OP,48,,13.82,,,2,,LL,
11-J3204-23 OP,74,,23.65,,,2,,HYJ,
11-J3205-21 OP,154,,57.63,,,2,,HYJ,
11-J3205-22 OP,88,,31.13,,,2,,HYJ,
11-J3205-23 OP,50,,16.11,,,2,,LL,
11-J3206-21 OP,268,,73.06,,,2,,HYJ,
11-J3206-22 OP,379,,104.46,,,2,,HYJ,
11-J3206-23 OP,286,,80.26,,,2,,HYJ,
11-J3207-21 OP,208,,68.25,,,2,,HYJ,
11-J3207-22 OP,239,,71.28,,,2,,HYJ,
11-J3207-23 OP,200,,61.58,,,2,,HYJ,
11-J3208-22 OP,71,,24.71,,,2,,HYJ,
11-J3208-23 OP,14,,4.05,,,2,,LL,
11-J3209-21 OP,175,,52.59,,,2,,HYJ,
11-J3209-22 OP,196,,59.6,,,2,,HYJ,
11-J3209-23 OP,116,,35.85,,,2,,HYJ,
11-J3210-21 OP,37,,10.84,,,2,,LL,
11-J3210-22 OP,178,,59.29,,,2,,HYJ,
11-J3210-23 OP,161,,53.86,,,2,,HYJ,
11-J3211-21 OP,3,,0.94,,,2,,LL,
11-J3212-21 OP,27,,7.68,,,2,,LL,
11-J3212-22 OP,57,,19.98,,,2,,LL,
11-J3212-23 OP,25,,6.42,,,2,,LL,
11-J3213-23 OP,60,,19.03,,,2,,LL,
11-J3215-21 OP,401,,100.97,,,2,,HYJ,
11-J3215-22 OP,219,,39.84,,,2,,HYJ,
11-J3215-23 OP,172,,36.36,,,2,,HYJ,
11-J3216-21 OP,314,,88.8,,,2,,,
11-J3216-22 OP,166,,47.88,,,2,,,
11-J3216-23 OP,168,,53.18,,,2,,,
11-J3217-21 OP,246,,50.76,,,2,,,
11-J3217-22 OP,264,,58.43,,,2,,,
11-J3217-23 OP,54,,13.9,,,2,,,
11-J3218-22 OP,96,,32.88,,,2,,,
11-J3218-23 OP,117,,37.01,,,2,,,
11-J3219-21 OP,426,,112.71,,,2,,,
11-J3219-22 OP,257,,75.8,,,2,,,
11-J3219-23 OP,372,,105.43,,,2,,,
11-J3220-21 OP,186,,32.96,,,2,,,
11-J3220-22 OP,263,,66.18,,,2,,,
11-J3220-23 OP,203,,39.08,,,2,,,
11-J3221-21 OP,311,,47.72,,,2,,,
11-J3221-22 OP,305,,48.13,,,2,,,
11-J3221-23 OP,149,,27.02,,,2,,,
11-J3222-21 OP,112,,31.53,,,2,,,
11-J3222-22 OP,177,,45.17,,,2,,,
11-J3222-23 OP,136,,37.69,,,2,,,
11-J3223-21 OP,225,,64.16,,,2,,,
11-J3223-22 OP,210,,64.19,,,2,,,
11-J3223-23 OP,142,,43.57,,,2,,,
11-J3224-21 OP,188,,69.71,,,2,,,
11-J3224-22 OP,61,,19.28,,,2,,,
11-J3224-23 OP,51,,16.49,,,2,,,
11-J3225-21 OP,234,,41.16,,,2,,,
11-J3225-22 OP,454,,76.44,,,2,,,
11-J3225-23 OP,315,,75.68,,,2,,,
11-J3226-21 OP,418,,99.31,,,2,,,
11-J3226-22 OP,443,,100.78,,,2,,,
11-J3226-23 OP,393,,85.87,,,2,,,
11-J3227-21 OP,98,,16.59,,,2,,LL,
11-J3227-22 OP,306,,79.08,,,2,,LL,
11-J3227-23 OP,285,,64.74,,,2,,LL,
11-J3228-21 OP,338,,81.58,,,2,,LL,
11-J3228-22 OP,217,,47.42,,,2,,LL,
11-J3228-23 OP,198,,53.59,,,2,,LL,
11-J3229-21 OP,233,,38.9,,,2,,LL,
11-J3229-22 OP,214,,39,,,2,,LL,
11-J3229-23 OP,127,,37.69,,,2,,LL,
11-J3230-21 OP,122,,25.73,,,2,,LL,
11-J3230-22 OP,372,,77.24,,,2,,LL,
11-J3230-23 OP,172,,42.16,,,2,,LL,
11-J3231-21 OP,154,,36.25,,,2,,LL,
11-J3231-22 OP,132,,27.61,,,2,,LL,
11-J3231-23 OP,211,,48.66,,,2,,LL,
11-J3232-21 OP,204,,56.72,,,2,,LL,
11-J3232-22 OP,205,,61.14,,,2,,LL,
11-J3232-23 OP,93,,24.64,,,2,,LL,
11-J3233-21 OP,431,,138.23,,,2,,LL,
11-J3233-22 OP,440,,83.41,,,2,,LL,
11-J3233-23 OP,347,,108.16,,,2,,LL,
11-J3234-21 OP,390,,128.42,,,2,,LL,
11-J3234-22 OP,346,,113.77,,,2,,LL,
11-J3234-23 OP,391,,111.79,,,2,,LL,
11-J3235-21 OP,199,,57.01,,,10,,,
11-J3235-22 OP,209,,63.86,,,10,,,
11-J3235-23 OP,359,,94.42,,,10,,,
11-J3236-21 OP,159,,46.57,,,10,,,
11-J3236-22 OP,96,,31.07,,,10,,,
11-J3236-23 OP,236,,66.55,,,10,,,
11-J3237-21 OP,249,,87.37,,,10,,,
11-J3237-22 OP,158,,58.81,,,10,,,
11-J3237-23 OP,199,,56.96,,,10,,,
11-J3238-21 OP,372,,72.52,,,10,,,
11-J3238-22 OP,318,,59.57,,,10,,,
11-J3238-23 OP,400,,102.81,,,10,,,
11-J3239-21 OP,26,,9.53,,,10,,,
11-J3239-22 OP,166,,42.89,,,10,,,
11-J3239-23 OP,176,,49.23,,,10,,,
11-J3240-21 OP,409,,81.19,,,10,,,
11-J3240-22 OP,394,,89.22,,,10,,,
11-J3240-23 OP,307,,87.08,,,10,,,
11-J3241-21 OP,324,,66.3,,,10,,,
11-J3241-22 OP,297,,73.63,,,10,,,
11-J3241-23 OP,236,,49.3,,,10,,,
11-J3242-21 OP,198,,31.19,,,2,,HYJ,
11-J3242-22 OP,84,,24.98,,,2,,HYJ,
11-J3242-23 OP,55,,17.09,,,2,,HYJ,
11-J3243-21 OP,190,,60.7,,,2,,HYJ,
11-J3243-22 OP,209,,64.87,,,2,,HYJ,
11-J3243-23 OP,73,,22.23,,,2,,HYJ,
11-J3244-21 OP,217,,58.32,,,2,,HYJ,
11-J3244-22 OP,161,,59.29,,,2,,HYJ,
11-J3244-23 OP,213,,64.73,,,3,,,
11-J3245-21 OP,337,,82.56,,,2,,HYJ,
11-J3245-22 OP,400,,89.66,,,2,,HYJ,
11-J3245-23 OP,387,,76.09,,,2,,HYJ,
11-J3246-21 OP,239,,66.43,,,2,,HYJ,
11-J3246-22 OP,409,,85.45,,,2,,HYJ,
11-J3246-23 OP,339,,65.08,,,2,,HYJ,
11-J3247-21 OP,216,,66.28,,,2,,HYJ,
11-J3247-22 OP,427,,80.7,,,2,,HYJ,
11-J3247-23 OP,378,,73.55,,,2,,HYJ,
11-J3248-21 OP,364,,96.18,,,2,,HYJ,
11-J3248-22 OP,456,,108.77,,,2,,HYJ,
11-J3248-23 OP,229,,62.49,,,2,,HYJ,
11-J3249-21 OP,195,,68.66,,,2,,LL,
11-J3249-22 OP,356,,99.06,,,2,,LL,
11-J3249-23 OP,313,,88.83,,,2,,LL,
11-J3250-21 OP,430,,135.76,,,2,,HYJ,0
11-J3250-22 OP,368,,115.44,,,2,,LL,
11-J3250-23 OP,322,,101.98,,,2,,LL,
11-J3250-23 OP,422,,131.99,,,2,,LL,
11-J3251-21 OP,135,,46.09,,,2,,LL,
11-J3251-22 OP,132,,47.84,,,2,,LL,
11-J3251-23 OP,163,,54.16,,,2,,LL,
11-J3252-21 OP,364,,111.86,,,2,,LL,
11-J3252-22 OP,76,,25.67,,,2,,LL,
11-J3252-23 OP,6,,2.12,,,2,,HYJ,0
11-J3253-21 OP,209,,58.3,,,2,,LL,
11-J3253-22 OP,164,,33.5,,,2,,LL,
11-J3253-23 OP,247,,53.24,,,2,,LL,
11-J3254-21 OP,346,,95.11,,,2,,LL,
11-J3254-22 OP,432,,111.59,,,2,,LL,
11-J3254-23 OP,427,,113.41,,,2,,LL,
11-J3255-21 OP,56,,17.44,,,2,,LL,
11-J3255-22 OP,254,,64.03,,,2,,LL,
11-J3255-23 OP,69,,18.6,,,3,,,
11-J3256-21 OP,216,,56.48,,,3,,,
11-J3256-22 OP,167,,51.4,,,3,,LL,
11-J3256-23 OP,266,,73.53,,,3,,,
11-J3257-21 OP,281,,55.36,,,3,,,
11-J3257-22 OP,242,,43.28,,,3,,LL,
11-J3257-23 OP,268,,66.01,,,3,,LL,
11-J3258-21 OP,211,,47.2,,,3,,LL,
11-J3258-22 OP,230,,51.95,,,3,,LL,
11-J3258-23 OP,203,,46.83,,,3,,LL,
11-J3259-21 OP,299,,47.55,,,3,,LL,
11-J3259-22 OP,274,,41.34,,,3,,,
11-J3259-23 OP,458,,84.47,,,3,,LL,
11-J3260-21 OP,397,,114.1,,,3,,LL,
11-J3260-22 OP,377,,92.48,,,3,,,
11-J3260-23 OP,129,,38.08,,,3,,LL,
11-J3261-21 OP,368,,79.95,,,2,,HYJ,
11-J3261-22 OP,275,,72.44,,,2,,HYJ,
11-J3261-23 OP,363,,80.03,,,2,,HYJ,
11-J3262-21 OP,212,,56.99,,,2,,HYJ,
11-J3262-22 OP,346,,112.93,,,2,,HYJ,
11-J3262-23 OP,265,,78.61,,,2,,HYJ,
11-J3263-21 OP,214,,63.37,,,2,,HYJ,
11-J3263-22 OP,255,,51.49,,,3,,,
11-J3263-23 OP,166,,33.68,,,2,,HYJ,
11-J3265-21 OP,120,,46.02,,,2,,HYJ,
11-J3265-22 OP,355,,111.75,,,2,,HYJ,
11-J3265-23 OP,125,,24.9,,,2,,HYJ,
11-J3266-21 OP,90,,34.76,,,2,,HYJ,
11-J3266-22 OP,115,,46.43,,,2,,HYJ,
11-J3266-23 OP,94,,19.07,,,2,,HYJ,
11-J3267-21 OP,181,,43.48,,,2,,HYJ,
11-J3267-22 OP,237,,52.04,,,2,,HYJ,
11-J3267-23 OP,251,,74.65,,,2,,HYJ,
11-J3268-21 OP,2,,0.72,,,2,,LL,
11-J3269-21 OP,183,,42.88,,,2,,HYJ,
11-J3269-22 OP,268,,84.32,,,2,,HYJ,
11-J3269-23 OP,300,,92.89,,,2,,HYJ,
11-J3270-21 OP,264,,57.69,,,2,,LL,
11-J3270-22 OP,284,,68.71,,,2,,LL,
11-J3270-23 OP,13,,3.65,,,2,,HYJ,0
11-J3271-21 OP,322,,83.05,,,3,,,
11-J3271-22 OP,372,,88.41,,,3,,LL,
11-J3271-23 OP,312,,79.31,,,3,,LL,
11-J3272-21 OP,83,,15.54,,,3,,LL,
11-J3272-22 OP,470,,103.01,,,3,,HYJ,0
11-J3272-23 OP,348,,83.12,,,3,,LL,
11-J3273-21 OP,169,,51.12,,,3,,LL,
11-J3273-22 OP,287,,80.27,,,3,,LL,
11-J3273-23 OP,248,,72.6,,,3,,,
11-J3274-21 OP,251,,44.41,,,3,,LL,
11-J3274-22 OP,385,,81.71,,,3,,HYJ,0
11-J3274-23 OP,325,,70.13,,,3,,LL,
11-J3275-21 OP,292,,51.04,,,3,,LL,
11-J3275-22 OP,170,,44.43,,,3,,LL,
11-J3275-23 OP,295,,75.47,,,3,,LL,
11-J3276-21 OP,394,,88.84,,,3,,,
11-J3276-22 OP,398,,81.4,,,3,,LL,
11-J3276-23 OP,311,,80.49,,,3,,LL,
11-J3277-21 OP,447,,96.24,,,3,,LL,
11-J3277-22 OP,257,,45.36,,,3,,LL,
11-J3277-23 OP,113,,27.44,,,3,,,
11-J3278-21 OP,132,,39.23,,,2,,HYJ,
11-J3278-22 OP,88,,25.54,,,2,,HYJ,
11-J3278-23 OP,98,,28.11,,,3,,,
11-J3279-21 OP,429,,101.28,,,2,,HYJ,
11-J3279-22 OP,345,,96.98,,,2,,HYJ,
11-J3279-23 OP,318,,92.77,,,2,,HYJ,
11-J3280-21 OP,243,,47.62,,,2,,HYJ,
11-J3280-22 OP,401,,90.96,,,2,,HYJ,
11-J3280-23 OP,361,,69.94,,,2,,HYJ,
11-J3281-21 OP,273,,75.56,,,3,,,
11-J3281-22 OP,218,,56.16,,,2,,HYJ,
11-J3281-23 OP,180,,36.85,,,2,,HYJ,
11-J3282-21 OP,101,,24.79,,,2,,LL,
11-J3282-22 OP,88,,27.6,,,2,,LL,
11-J3283-21 OP,109,,39.63,,,2,,HYJ,
11-J3283-22 OP,60,,24.99,,,2,,HYJ,
11-J3283-23 OP,173,,56.57,,,2,,HYJ,
11-J3284-21 OP,83,,24.9,,,2,,LL,
11-J3284-22 OP,124,,31.32,,,2,,HYJ,
11-J3284-23 OP,148,,45.29,,,2,,HYJ,
11-J3285-21 OP,126,,42.7,,,2,,HYJ,
11-J3285-22 OP,89,,31.43,,,2,,HYJ,
11-J3285-23 OP,109,,30.63,,,2,,HYJ,
11-J3286-21 OP,158,,33.03,,,2,,LL,
11-J3286-22 OP,398,,75.3,,,2,,LL,
11-J3286-23 OP,130,,38.87,,,2,,LL,
11-J3287-21 OP,204,,48.09,,,2,,LL,
11-J3287-22 OP,206,,50.67,,,2,,LL,
11-J3287-23 OP,135,,35.42,,,2,,LL,
11-J3288-21 OP,342,,79.41,,,2,,LL,
11-J3288-22 OP,191,,48.62,,,2,,LL,
11-J3288-23 OP,52,,13.14,,,2,,HYJ,0
11-J3289-21 OP,245,,62.21,,,2,,LL,
11-J3289-22 OP,257,,68.62,,,2,,LL,
11-J3289-23 OP,188,,55.64,,,2,,LL,
11-J3290-21 OP,443,,67.52,,,2,,LL,
11-J3290-22 OP,273,,51.85,,,2,,LL,
11-J3290-23 OP,265,,52.36,,,2,,LL,
11-J3291-21 OP,339,,80.44,,,2,,LL,
11-J3291-22 OP,303,,53.97,,,2,,LL,
11-J3291-23 OP,213,,28.68,,,2,,LL,
11-J3292-21 OP,55,,10.94,,,2,,LL,
11-J3292-22 OP,198,,49.98,,,2,,LL,
11-J3292-23 OP,130,,30.08,,,2,,LL,
11-J3293-21 OP,157,,40.15,,,2,,LL,
11-J3293-22 OP,249,,62.82,,,2,,LL,
11-J3293-23 OP,178,,58.87,,,2,,LL,
11-J3294-21 OP,125,,36.44,,,2,,LL,
11-J3294-22 OP,209,,50.04,,,2,,LL,
11-J3294-23 OP,46,,11.9,,,2,,LL,
11-J3295-21 OP,124,,45.9,,,2,,LL,
11-J3295-22 OP,131,,47.97,,,2,,LL,
11-J3295-23 OP,49,,15.86,,,2,,LL,
11-J3296-21 OP,138,,46.03,,,2,,LL,
11-J3296-22 OP,176,,45.95,,,3,,,
11-J3296-23 OP,143,,49.04,,,3,,LL,
11-J3297-21 OP,153,,40.68,,,3,,,
11-J3297-22 OP,111,,29.05,,,3,,LL,
11-J3297-23 OP,51,,16.45,,,3,,LL,
11-J3299-21 OP,128,,31.63,,,3,,LL,
11-J3299-22 OP,37,,12.59,,,3,,LL,
11-J3299-23 OP,117,,37.97,,,3,,LL,
11-J3300-21 OP,176,,53.16,,,3,,,
11-J3300-22 OP,117,,35.65,,,3,,LL,
11-J3301-21 OP,2,,0.65,,,3,,LL,
11-J3301-22 OP,43,,9.18,,,3,,LL,
11-J3301-23 OP,260,,61.93,,,3,,,
11-J3302-21 OP,154,,54.9,,,3,,,
11-J3302-22 OP,6,,2.04,,,3,,HYJ,0
11-J3302-23 OP,19,,6.42,,,3,,LL,
11-J3303-21 OP,130,,46.11,,,3,,LL,
11-J3303-22 OP,10,,3.44,,,3,,LL,
11-J3303-23 OP,10,,2.94,,,3,,LL,
11-J3304-21 OP,81,,27.62,,,3,,LL,
11-J3304-22 OP,303,,86.87,,,3,,,
11-J3304-23 OP,436,,111.16,,,3,,LL,
11-J3305-21 OP,121,,35.59,,,3,,LL,
11-J3305-22 OP,214,,53.49,,,3,,,
11-J3305-23 OP,182,,47.36,,,3,,LL,
11-J3307-21 OP,39,,11.25,,,3,,,
11-J3307-22 OP,82,,23.76,,,3,,LL,
11-J3307-23 OP,134,,36.39,,,3,,LL,
11-J3308-21 OP,82,,34.46,,,3,,LL,
11-J3308-22 OP,2,,0.64,,,3,,HYJ,0
11-J3309-21 OP,88,,20.91,,,10,,,
11-J3309-22 OP,200,,55.03,,,10,,,
11-J3310-21 OP,287,,71.56,,,10,,,
11-J3310-22 OP,303,,90.82,,,10,,,
11-J3310-23 OP,268,,55.4,,,10,,,
11-J3311-21 OP,249,,69.53,,,10,,,
11-J3311-22 OP,270,,70.89,,,10,,,
11-J3311-23 OP,187,,43.26,,,10,,,
11-J3312-21 OP,23,,7.29,,,10,,,
11-J3312-22 OP,92,,33.92,,,10,,,
11-J3312-23 OP,41,,13.7,,,10,,,
11-J3313-21 OP,206,,64.39,,,10,,,
11-J3313-22 OP,284,,71.76,,,10,,,
11-J3313-23 OP,245,,53.15,,,10,,,
11-J3314-21 OP,212,,60.65,,,3,,,
11-J3314-22 OP,313,,80.46,,,3,,LL,
11-J3314-23 OP,266,,69.03,,,3,,LL,
11-J3315-21 OP,168,,60.63,,,3,,,
11-J3315-22 OP,241,,61.17,,,3,,,
11-J3315-23 OP,259,,74.75,,,3,,LL,
11-J3316-21 OP,265,,55.05,,,3,,,
11-J3316-22 OP,233,,68.18,,,3,,LL,
11-J3316-23 OP,266,,68.78,,,3,,,
11-J3317-21 OP,90,,26.95,,,3,,LL,
11-J3317-22 OP,32,,9.54,,,3,,HYJ,0
11-J3317-23 OP,10,,2.95,,,3,,HYJ,0
11-J3319-21 OP,143,,41.46,,,3,,LL,
11-J3319-22 OP,262,,46.77,,,3,,LL,
11-J3319-23 OP,254,,57.82,,,3,,LL,
11-J3320-21 OP,162,,43.36,,,3,,LL,
11-J3320-22 OP,142,,37.43,,,3,,LL,
11-J3320-23 OP,53,,13.45,,,3,,HYJ,0
11-J3321-21 OP,208,,61.62,,,3,,LL,
11-J3321-22 OP,193,,54.25,,,3,,LL,
11-J3321-23 OP,160,,47.13,,,3,,LL,
11-J3322-21 OP,131,,37.72,,,3,,LL,
11-J3322-22 OP,36,,11.17,,,3,,HYJ,0
11-J3322-23 OP,130,,36.24,,,3,,LL,
11-J3323-21 OP,378,,89.97,,,3,,LL,
11-J3323-22 OP,269,,76.16,,,3,,LL,
11-J3323-23 OP,275,,78.37,,,3,,LL,
11-J3324-21 OP,347,,102.59,,,3,,LL,
11-J3324-22 OP,445,,149.99,,,3,,HYJ,0
11-J3324-23 OP,341,,119.04,,,3,,LL,
11-J3325-21 OP,101,,27.07,,,3,,LL,
11-J3325-22 OP,107,,31.23,,,12,,LL,
11-J3325-23 OP,13,,3.49,,,12,,HYJ,0
11-J3326-21 OP,284,moldy,54.96,,,12,,LL,
11-J3326-22 OP,242,,37.5,,,12,,LL,
11-J3327-21 OP,18,,5.18,,,12,,HYJ,0
11-J3327-22 OP,320,,56.12,,,12,,LL,
11-J3327-23 OP,288,,68.61,,,12,,LL,
11-J3328-21 OP,382,,80.45,,,12,,LL,
11-J3328-22 OP,289,,67.99,,,12,,LL,
11-J3328-23 OP,31,,8.07,,,12,,LL,
11-J3328-23 OP,151,,39.25,,,12,,LL,
11-J3329-21 OP,203,,66.46,,,2,,HYJ,
11-J3329-22 OP,373,,103.53,,,2,,HYJ,
11-J3329-23 OP,266,,92.92,,,3,,,
11-J3330-21 OP,87,,20.69,,,3,,LL,
11-J3330-22 OP,27,,6.58,,,3,,LL,
11-J3330-23 OP,33,,8.12,,,3,,LL,
11-J3331-21 OP,141,,27.31,,,2,,HYJ,
11-J3331-22 OP,242,,42.16,,,2,,HYJ,
11-J3331-23 OP,307,,62.6,,,3,,,
11-J3332-21 OP,7,,2.51,,,3,,LL,
11-J3332-22 OP,7,,2.42,,,3,,LL,
11-J3332-23 OP,3,,0.85,,,3,,LL,
11-J3333-21 OP,337,,52.99,,,3,,LL,
11-J3333-22 OP,362,,73.71,,,3,,LL,
11-J3333-23 OP,423,,81.6,,,3,,LL,
11-J3334-21 OP,454,,96.72,,,3,,LL,
11-J3334-22 OP,423,,96.81,,,3,,LL,
11-J3334-23 OP,376,,87.02,,,3,,LL,
11-J3335-21 OP,106,,22.44,,,3,,LL,
11-J3335-22 OP,181,,28.7,,,3,,LL,
11-J3335-23 OP,124,,22.63,,,3,,LL,
11-J3336-21 OP,237,,73.79,,,3,,LL,
11-J3336-22 OP,243,,76.8,,,3,,LL,
11-J3336-23 OP,232,,66.33,,,3,,LL,
11-J3337-21 OP,8,,2.11,,,10,,,
11-J3337-23 OP,6,,1.44,,,10,,,
11-J3338-21 OP,307,,81.55,,,10,,,
11-J3338-22 OP,404,,111.5,,,10,,,
11-J3338-23 OP,220,,64.13,,,10,,,
11-J3339-21 OP,37,,12.89,,,10,,,
11-J3339-22 OP,91,,31.86,,,10,,,
11-J3339-23 OP,41,,11.5,,,10,,,
11-J3340-21 OP,297,,50.81,,,10,,,
11-J3340-22 OP,323,,61.18,,,10,,,
11-J3340-23 OP,187,,32.37,,,10,,,
11-J3341-21 OP,348,,101.32,,,10,,HYJ,0
11-J3341-22 OP,251,,75.34,,,10,,LL,
11-J3341-23 OP,152,,59.96,,,10,,LL,
11-J3342-21 OP,238,,90.75,,,10,,LL,
11-J3342-22 OP,369,,90.05,,,10,,LL,
11-J3342-23 OP,322,,95.43,,,10,,HYJ,0
11-J3344-21 OP,47,,13.29,,,10,,LL,
11-J3344-22 OP,5,,1.51,,,10,,HYJ,0
11-J3344-23 OP,2,,0.63,,,10,,HYJ,0
11-J3345-21 OP,277,,51.97,,,10,,LL,
11-J3345-22 OP,243,,77.22,,,10,,LL,
11-J3345-23 OP,94,,26.75,,,10,,LL,
11-J3346-21 OP,35,,7.34,,,10,,HYJ,0
11-J3346-21 OP,12,,3.27,,,10,,HYJ,0
11-J3346-22 OP,3,,0.57,,,10,,HYJ,0
11-J3346-23 OP,1,,0.2,,,10,,HYJ,0
11-J3347-21 OP,175,,57.08,,,10,,LL,
11-J3347-22 OP,211,,67.09,,,10,,LL,
11-J3347-23 OP,186,,62.6,,,10,,LL,
11-J3348-21 OP,419,,98.88,,,10,,,
11-J3348-22 OP,360,,92.72,,,10,,,
11-J3348-23 OP,562,,108.86,,,10,,,
11-J3349-21 OP,293,,71.72,,,10,,,
11-J3349-22 OP,345,,75.03,,,10,,,
11-J3349-23 OP,281,,69.6,,,10,,,
11-J3350-21 OP,412,,90.44,,,10,,,
11-J3350-22 OP,354,,95.82,,,10,,,
11-J3350-23 OP,440,,86.73,,,10,,,
11-J3351-21 OP,341,,97.13,,,10,,,
11-J3351-22 OP,60,,23.72,,,10,,,
11-J3351-23 OP,197,,72.43,,,10,,,
11-J3352-21 OP,428,,104.14,,,10,,,
11-J3352-22 OP,353,,80.86,,,10,,,
11-J3352-23 OP,311,,71.26,,,10,,,
11-J3353-21 OP,348,,71.37,,,3,,,
11-J3353-22 OP,396,,86.59,,,3,,,
11-J3353-23 OP,152,,56.06,,,3,,,
11-J3354-21 OP,135,,50.82,,,3,,LL,
11-J3354-22 OP,69,,23.01,,,3,,LL,
11-J3354-23 OP,188,,53.59,,,3,,,
11-J3355-21 OP,114,,44.74,,,3,,,
11-J3355-22 OP,192,,65.4,,,3,,,
11-J3355-23 OP,671,,203.16,,,3,,LL,
11-J3356-21 OP,321,,100.14,,,10,,,
11-J3356-22 OP,237,,75.67,,,10,,,
11-J3356-23 OP,354,,103.61,,,10,,,
11-J3357-21 OP,209,,48.16,,,10,,,
11-J3357-22 OP,348,,76.61,,,10,,,
11-J3357-23 OP,351,,87.38,,,10,,,
11-J3358-21 OP,215,,72.02,,,10,,,
11-J3358-22 OP,110,,37.71,,,10,,,
11-J3358-23 OP,227,,73.1,,,10,,,
11-J3359-21 OP,273,,60.36,,,10,,,
11-J3359-22 OP,122,,31.68,,,10,,,
11-J3359-23 OP,350,,73.14,,,10,,,
11-J3361-21 OP,2,,0.5,,,10,,HYJ,0
11-J3362-21 OP,410,,107.58,,,10,,LL,
11-J3362-22 OP,308,,89.97,,,10,,LL,
11-J3362-23 OP,473,,125.13,,,10,,LL,
11-J3363-21 OP,1,,0.11,,,10,,HYJ,0
11-J3365-21 OP,159,,55.41,,,10,,HYJ,0
11-J3365-22 OP,232,,71.18,,,10,,LL,
11-J3365-23 OP,151,,51.21,,,10,,LL,
11-J3366-21 OP,333,,85.62,,,10,,LL,
11-J3366-22 OP,400,,114.15,,,10,,LL,
11-J3366-23 OP,428,,102.18,,,10,,LL,
11-J3367-21 OP,152,,51.58,,,3,,,
11-J3367-22 OP,294,,85.99,,,3,,,
11-J3367-23 OP,156,,46.06,,,3,,,
11-J3368-21 OP,258,,60.05,,,3,,,
11-J3368-22 OP,169,,56.02,,,3,,,
11-J3368-23 OP,231,,74.44,,,3,,,450102
11-J3369-21 OP,391,,85.24,,,3,,,
11-J3369-22 OP,337,,57.08,,,3,,,
11-J3369-23 OP,253,,40.6,,,3,,,
11-J3370-21 OP,378,,91.12,,,3,,,
11-J3370-22 OP,450,,115.08,,,3,,,
11-J3370-23 OP,388,,100.8,,,3,,,
11-J3371-21 OP,101,,35.19,,,3,,,
11-J3371-22 OP,249,,57.39,,,3,,,
11-J3371-23 OP,176,,57.04,,,3,,,
11-J3372-21 OP,373,,74.7,,,3,,,
11-J3372-22 OP,399,,55.06,,,11,,LL,
11-J3372-23 OP,396,,68.35,,,3,,,
11-J3373-21 OP,250,,39.82,,,3,,,
